"countrycode","country","currency_unit","year","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","rgdpo.pop","Country Name","Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary","Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary","Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary","Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Duration of compulsory education (years)","Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)","Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)","Elderly literacy rate, population 65+ years, both sexes (%)","Human Capital Index (HCI): Expected Years of School, Total","Human Capital Index (HCI): Expected Years of School, Female","Human Capital Index (HCI): Expected Years of School, Male","Number of years of free pre-primary education guaranteed in legal frameworks","Number of years of free primary and secondary education guaranteed in legal frameworks","yrs_sch","fdi","voc","Years.Ratio","European.Average","gen","year_orig","log.rgdpo.pop"
"CYP","Cyprus","Euro",2014,26104.10156,22666.70508,0.852504,0.30929926,1815.434358,2.801815748,21637.23047,25953.19336,26199.40625,22204.61133,168990.7031,0.001819248,0.702471197,0.792848647,23198.67383,21732.96289,27331.61523,181832.4063,0.931287289,0.964480639,0.939398766,0.565491378,0.08140704,0.032601193,0.753730737,0.9157781,0.881563604,1.040164232,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.731699481,NA,0.817436099,0.194372356,0.157011464,0.123431802,-0.513438702,0.221186981,0.877803326,0.710036159,1.113482952,0.700980425,0.597576499,0.524918318,0.775713146,26588.3856,"Cyprus",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"1","12",NA,222.75569,0,NA,NA,NA,44,10.1882297678395
"CYP","Cyprus","Euro",2015,27367.92383,23929.62305,0.8477,0.314172566,1824.330841,2.822036982,22048.02539,26648.21484,27366.34375,23731.75977,181331.3906,0.001926417,0.701428294,0.759399056,23981.66992,22250.14453,27910.29492,181985.0938,0.930658698,0.981984735,0.944809079,0.553562462,0.084327556,0.032225095,0.901658962,0.755993485,0.722464859,0.833112419,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.727083569,NA,0.773971081,0.19384107,0.155080393,0.22062847,-0.560231626,0.216710582,0.73082602,0.561767399,0.881598711,0.643063903,0.536493421,0.41955328,0.621295452,28228.88174,"Cyprus",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"1","12",12.1,145.46313,0,1.0225563,1.0013992,1,45,10.2481009079939
"CYP","Cyprus","Euro",2016,30337.66992,26193.91602,0.8516,0.328804761,1839.67539,2.842404366,22986.53125,29742.93164,30257.56836,26273.75,185083.9531,0.001931324,0.739893496,0.809165716,25599.55664,23001.10742,30155.58008,184995.6719,0.959262133,0.999937832,0.973783791,0.542981386,0.094260678,0.032957025,0.904035128,0.7379179,0.689952731,0.79456836,"ICP PPP timeseries: benchmark or interpolated","Benchmark","Market-based","Regular","Regular",0.688122749,NA,0.732554376,0.257154018,0.142331466,0.179265782,-0.561600745,0.250295103,0.715376914,0.526766181,0.853932321,0.636352241,0.533187211,0.404892474,0.648747444,30758.47349,"Cyprus",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"1","12",NA,40.424873,0,NA,NA,NA,46,10.3339207959252
"CYP","Cyprus","Euro",2017,32195.4375,26715.97266,0.854802,0.344362378,1821.482647,2.862918377,23924.81055,32315.93164,32195.4375,26715.97266,189673.4844,0.002009609,0.71200031,0.828460813,26715.97266,23924.81055,32315.93164,189673.4844,1,1,1,0.549273789,0.09291999,0.034865841,0.885205508,0.761304915,0.703157723,0.847375929,"Benchmark","Benchmark","Market-based","Regular","Regular",0.696875349,NA,0.750340521,0.314086348,0.145184025,0.189471871,-0.658069253,0.258986503,0.739440739,0.537368238,0.874303639,0.663853586,0.529445648,0.421881646,0.643337309,31253.98942,"Cyprus",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,"13.52","13.57","13.48","1","12",NA,62.782677,0,NA,NA,NA,47,10.3499023084565
"CYP","Cyprus","Euro",2018,33295.43359,26906.84766,0.861749,0.357038051,1809.583284,2.883580685,24735.4375,32966.80859,33228.07031,26989.07617,192595.9219,0.00205689,0.687065005,0.806932032,27799.84961,24721.61719,33117.4375,193181.2031,1.020689607,1.010359049,0.995048642,0.55271405,0.091060348,0.036013264,0.846772667,0.808157742,0.751255751,0.924921572,"Extrapolated","Benchmark","Market-based","Regular","Regular",NA,NA,0.76669395,0.30498904,0.149804175,0.260382891,-0.71996367,0.2380936,0.786298096,0.580264211,0.920034707,0.720793128,0.556455553,0.462962598,0.64919138,31223.53221,"Cyprus",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"1","12",NA,-4.337549,0,NA,NA,NA,48,10.3489273270034
"CYP","Cyprus","Euro",2019,33665.64063,28053.96875,0.868495,0.366567165,1805.239785,2.904392004,25822.46484,33675.10547,33543.33984,28377.01367,195445.9688,0.002021228,0.702465653,0.801748395,28697.79688,25843.20898,34073.375,196604.3281,1.035446763,1.018641949,0.999867618,0.55271405,0.088970691,0.035923246,0.893276257,0.773313105,0.732345104,0.865676045,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.750564575,0.276725471,0.159413666,0.180232391,-0.593343437,0.226407349,0.748361647,0.597626746,0.890791774,0.688420951,0.545167863,0.460084707,0.629502773,32301.81953,"Cyprus",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"1","12",NA,161.87375,NA,NA,NA,NA,49,10.3828788398223
"DEU","Germany","Euro",1950,352269.1563,359301.8125,68.73409731,30.85580826,2428.279448,2.426997185,250898.375,377429.4375,348546.9375,357997.5938,1538636.125,NA,NA,NA,495205,367200.7188,509730.4688,1514741.75,NA,NA,NA,0.668120921,0.103720032,0.033117946,2.144860704,0.092942737,0.082402252,0.080226943,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.558822036,0.353441089,0.142016083,0.083749413,-0.091479294,-0.046549339,0.095380627,0.061501533,0.083349824,0.055772927,0.082909219,0.042709738,NA,5227.417345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21,0.52772075,NA,0.9475101,0.8937096,1,-20,8.56167261960437
"DEU","Germany","Euro",1951,386605.9375,397637.375,69.07386748,31.43651009,2402.437049,2.469304085,269102.25,407787.3438,387112.5,399758.125,1643601.125,NA,NA,NA,543256.9375,393968.4375,545067.375,1620344.375,NA,NA,NA,0.668120921,0.104186013,0.033455931,2.144860704,0.103104725,0.091080204,0.088199049,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.531362534,0.346922517,0.14180012,0.10177213,-0.084848322,-0.037008993,0.105446398,0.067748033,0.094329864,0.072080061,0.1035036,0.048766661,NA,5756.697714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-19,8.65811927574122
"DEU","Germany","Euro",1952,427334.5938,434206.2188,69.44882095,32.02428055,2376.869672,2.512348175,290689.75,451643.125,430855.0313,439732.8438,1771958.625,NA,NA,NA,593964.5,424115.6563,596075.375,1744896.125,NA,NA,NA,0.668120921,0.108094543,0.033724979,2.144860704,0.107274391,0.093571678,0.091682538,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.515015721,0.366025358,0.14604418,0.097070582,-0.0874089,-0.036746971,0.109699532,0.068823881,0.098722287,0.082231529,0.1033848,0.050186083,NA,6252.175528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-18,8.7406847666431
"DEU","Germany","Euro",1953,466872.7188,471546.1875,69.84689487,32.83584976,2351.57439,2.556143045,321104.7188,485748.6563,470414.8125,478234.2188,1897288.125,NA,NA,NA,646873.8125,467582.9688,646007.6875,1869393.875,NA,NA,NA,0.668120921,0.112004459,0.033938069,2.147425755,0.104436181,0.091945194,0.090441838,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.529776394,0.34427467,0.141661778,0.104019322,-0.089069717,-0.030662436,0.10702794,0.06758406,0.094743684,0.081458792,0.09709473,0.048921205,NA,6751.14031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-17,8.81746670441351
"DEU","Germany","Euro",1954,506056.125,512388.25,70.2640683,33.83582306,2326.548306,2.587325811,339515.5938,525191.5625,507743.1563,517334.9375,2045486.75,0.166441247,0.493571788,0.500789106,697127.4375,495087.5625,696927,2015616.125,0.07886871,0.409519583,0.440098941,0.668120921,0.11055623,0.03408156,2.147425755,0.103993177,0.091427796,0.089732654,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.519699633,0.358908683,0.13657847,0.117999732,-0.102505565,-0.030680986,0.106470391,0.068451516,0.094567046,0.080808453,0.096247733,0.049073126,0.653670013,7292.322554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-16,8.89457736877528
"DEU","Germany","Euro",1955,574925.5625,583818.125,70.69430981,34.94468307,2301.788558,2.617605448,367914.9375,603144.25,574006.4375,586749,2251933,0.178005993,0.515159667,0.529137075,781496.375,537408.5,792619.4375,2218325,0.087186575,0.434319824,0.473530501,0.668120921,0.113313057,0.034400277,2.147425755,0.10654439,0.092419535,0.090412423,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.50025934,0.400902748,0.126780376,0.119354926,-0.109844305,-0.037453089,0.108915634,0.070327282,0.097187743,0.082849815,0.100977831,0.049814433,0.623406708,8258.346769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,0.52772075,NA,0.9442283,0.89167875,1,-15,9.01897969745106
"DEU","Germany","Euro",1956,619402.75,629113.75,71.13962988,35.66187668,2277.292308,2.61976862,398820.625,644297.1875,619274.25,633719.6875,2458419.25,0.187435523,0.533467829,0.54436481,841850.625,587717.5,851046.5,2418936,0.095228232,0.451202393,0.490331948,0.668120921,0.109655418,0.034708545,2.147425755,0.108830802,0.094697267,0.09253867,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.506564617,0.387358248,0.122768275,0.126832128,-0.11134468,-0.032178551,0.11121361,0.071734808,0.098998919,0.087927788,0.106996618,0.051566172,0.643136322,8843.36552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-14,9.08742279811027
"DEU","Germany","Euro",1957,655268.5625,664996.8125,71.60505469,36.33531189,2253.056755,2.62193346,425314.1875,678212.6875,656552,670471.4375,2656654,0.195961446,0.539561152,0.549523354,892921.5,628356.25,897892.3125,2616619,0.102972284,0.463572204,0.50110513,0.668120921,0.104749143,0.034760688,2.147425755,0.111237116,0.097357459,0.095336244,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.510717094,0.37719503,0.123633854,0.134148866,-0.11784476,-0.027850058,0.11377532,0.074015237,0.100752071,0.094058558,0.111231297,0.053759545,0.632424533,9287.009351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-13,9.13637185866686
"DEU","Germany","Euro",1958,684129.9375,687191,72.09762091,36.61452103,2229.079123,2.624100208,447232.8438,705049.75,687589.8125,697558.5,2849990,0.203708485,0.549758554,0.55427438,932734.0625,660689.9375,933625.4375,2809026.5,0.110420674,0.473848701,0.509864807,0.668120921,0.100851759,0.034670282,2.147425755,0.113934614,0.099872805,0.09844555,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.511999547,0.369598955,0.129140735,0.128030777,-0.112461813,-0.026308201,0.116705693,0.075479902,0.102948219,0.098684616,0.111545064,0.055356223,0.638949335,9531.396339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-12,9.16234650627196
"DEU","Germany","Euro",1959,742619.4375,745472.125,72.62537043,36.98579025,2205.356667,2.626268625,470915.3438,770030.5625,745630.8125,756829.4375,3083932,0.213050142,0.568211019,0.576822758,1006071.563,700873.125,1012752.75,3038630,0.119455568,0.497866035,0.53875041,0.668120921,0.101057343,0.034611266,2.147425755,0.117021978,0.100894198,0.099401288,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.492387533,0.395221472,0.129833683,0.132587716,-0.120860897,-0.029169526,0.120291308,0.075503245,0.104623206,0.098246619,0.110702336,0.055958603,0.606586039,10264.62406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-11,9.23645870530454
"DEU","Germany","Euro",1960,815103,816785.8125,73.19634515,37.44638443,2181.886672,2.62843895,503269.75,849927.25,817614.8125,814018.9375,3370310,0.22176832,0.586433887,0.612797618,1092642.25,741265.25,1107386.375,3321992.25,0.130797759,0.523794949,0.570667386,0.668120921,0.100952774,0.034687147,2.147425755,0.119823769,0.103118204,0.103573717,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.493158549,0.425859302,0.125094578,0.134291172,-0.145853698,-0.032549888,0.121286355,0.078865431,0.114057839,0.104646444,0.101300538,0.057357162,0.640853524,11158.83328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54,0.52772075,NA,0.9560155,0.90418684,1,-10,9.31998668566725
"DEU","Germany","Euro",1961,850361.375,849921.375,73.80953983,37.82587433,2155.259848,2.655714035,541583.6875,880655.5,845030.25,840632.75,3652228.25,0.231591061,0.581454098,0.610183895,1147274.25,787365.1875,1161759,3600909.75,0.142080411,0.532189667,0.579316318,0.668120921,0.093184873,0.034846306,2.062210524,0.127874166,0.113848887,0.114444457,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.512974143,0.403353095,0.13128306,0.13245225,-0.145863011,-0.034199566,0.128858075,0.091446958,0.124029659,0.111358978,0.107365191,0.063741952,0.669786036,11515.06129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-9,9.35141113486329
"DEU","Germany","Euro",1962,885392.3125,881025.5,74.45691257,37.92554092,2118.143669,2.683272123,578796.5,920024.875,874200.75,875999.125,3937262,0.240469143,0.579461694,0.609568357,1201906.375,837651.5625,1223790.125,3879828.5,0.153609872,0.544885933,0.596406579,0.668120921,0.086341359,0.034986969,2.045167478,0.132782668,0.120691828,0.120444059,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.522999406,0.38953054,0.137727857,0.12749517,-0.140706003,-0.037046991,0.132984772,0.100183189,0.132015228,0.117218561,0.119370803,0.068151772,0.650404811,11832.68913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-8,9.37862124559519
"DEU","Germany","Euro",1963,904435.0625,901191.375,75.11534292,37.97513199,2087.684196,2.711116076,596493.375,936338.25,893475.75,897609.1875,4202909,0.246075109,0.574407041,0.601780534,1234685.625,867122.6875,1248694.5,4140539.25,0.164389744,0.548332393,0.596134484,0.668120921,0.081650302,0.034986049,2.045167478,0.138144016,0.125154838,0.124578498,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.5203771,0.378611177,0.144158632,0.13429454,-0.143246502,-0.034194943,0.138080329,0.10235633,0.138373926,0.118293375,0.122883126,0.070222899,0.63363415,11997.43408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-7,9.39244807923929
"DEU","Germany","Euro",1964,972129.3125,968410.125,75.75768948,38.02561188,2099.182143,2.739248991,622215.9375,1008928.25,959986.8125,964674.625,4513018,0.251943111,0.591740072,0.623943806,1311170.625,907641.375,1339003.25,4446448.5,0.177416116,0.561281681,0.616174638,0.668120921,0.079485342,0.034953211,2.045167478,0.141735956,0.128001988,0.127379969,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.507395327,0.400873303,0.137605533,0.134021118,-0.142964661,-0.036930632,0.141924575,0.105904184,0.141040459,0.122592002,0.127441987,0.072995283,0.629885137,12782.99446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-6,9.45587100877983
"DEU","Germany","Euro",1965,1020605.25,1017249.25,76.36183702,38.16631699,2084.960998,2.767673969,663892.625,1072693.375,1007783.5,1014527.813,4835929,0.258120686,0.595206201,0.631358922,1387655.5,966125.125,1423994,4768211.5,0.191232651,0.576633155,0.636101842,0.668120921,0.076663174,0.03496626,2.045167478,0.147075728,0.133245587,0.132359818,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.514197886,0.40294677,0.140187949,0.132653624,-0.150528803,-0.039457414,0.14692083,0.110785455,0.147643834,0.128667861,0.135328084,0.076073073,0.611384392,13321.43502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.52772075,NA,0.9685452,0.8961946,1,-5,9.4971296725257
"DEU","Germany","Euro",1966,1050863.25,1045583.813,76.91974366,38.08063507,2058.636752,2.796393871,686461.1875,1087415.25,1038705.125,1046369,5130895.5,0.25989005,0.590198874,0.613297224,1420434.75,995824.125,1446660,5067440,0.203968674,0.579548359,0.63450551,0.668120921,0.075970985,0.034855921,2.045167478,0.15234603,0.137460783,0.136453971,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.512503386,0.383186132,0.143537819,0.140765741,-0.147547647,-0.032445423,0.15259625,0.111976184,0.151452661,0.132684126,0.139948666,0.07675986,0.594690323,13593.17859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-4,9.51732337162899
"DEU","Germany","Euro",1967,1045258.063,1037976.563,77.43040414,37.35086441,2020.915418,2.825411558,702580.6875,1055654.25,1033708.125,1041135.25,5355002.5,0.256805211,0.58850354,0.595551968,1420435,1012054.313,1416301.25,5298976.5,0.212785944,0.582069993,0.623892844,0.668120921,0.074534483,0.034443874,2.045167478,0.154030159,0.139856681,0.138858974,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.52358681,0.339123696,0.15123491,0.149921343,-0.142133757,-0.02173298,0.154248327,0.111652888,0.153274894,0.135206386,0.142123565,0.075785883,0.587546408,13405.28407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-3,9.50340424179204
"DEU","Germany","Euro",1968,1105341.125,1098684,77.88376611,37.48497009,2008.40888,2.854730606,732218.125,1120605.625,1094570.125,1104639.625,5620835.5,0.256657243,0.600745261,0.605627358,1496919.75,1050903.625,1495588.125,5571299,0.223724946,0.600195467,0.644624352,0.668120921,0.073467068,0.033903167,2.045167478,0.156257361,0.142481431,0.141182631,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.516848385,0.351596564,0.146008641,0.157155588,-0.148863882,-0.022745287,0.156713158,0.116509996,0.154643878,0.137068793,0.145690516,0.078895405,0.586385369,14106.71382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-2,9.55440612048608
"DEU","Germany","Euro",1969,1192149.875,1181869.75,78.26877195,37.87318802,1988.64048,2.884353876,782701.8125,1222877.875,1181522.75,1190581.125,5944162.5,0.260316133,0.628917515,0.641950846,1606184.125,1126255.5,1625815.625,5895913.5,0.237995952,0.626414657,0.681613863,0.668120921,0.07272359,0.03364829,2.0161943,0.163967758,0.149878368,0.148738027,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.514034212,0.369715273,0.143377379,0.157122508,-0.157895759,-0.026353562,0.16316998,0.124825217,0.166827917,0.146668926,0.15409705,0.085131988,0.623088419,15100.14429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,NA,NA,NA,NA,-1,9.6224595783865
"DEU","Germany","Euro",1970,1271643.25,1239866.625,78.578385,38.09579849,1973.209025,2.914284468,833263.625,1322026.625,1264814.375,1253853.625,6332789,0.268836379,0.643842578,0.676931977,1682669.125,1204296.75,1749277.25,6255861.5,0.255161256,0.63766408,0.712610841,0.668120921,0.069314919,0.03379539,1.871328287,0.186028689,0.170645729,0.172137484,"Benchmark","Extrapolated","Market-based","Regular","Regular",0.772745558,NA,0.521395147,0.389808655,0.143166989,0.158592746,-0.182266802,-0.030696753,0.183447972,0.144420236,0.195427343,0.16420567,0.156606585,0.099748902,0.707239866,15778.72369,"Germany","1.59","2.7","0.15","0.4","2.02","3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,0.52772075,1,0.98186886,0.9013237,1,0,9.66641770963322
"DEU","Germany","Euro",1971,1318939,1278896.625,78.789939,38.06710052,1941.236665,2.939688444,899355.5,1379273.375,1314419.375,1296873.125,6534339,0.270128638,0.653249681,0.690578818,1735382,1272813.75,1819635.125,6633715.5,0.273195624,0.646525204,0.728744388,0.668120921,0.065798685,0.0340643,1.793301826,0.203256801,0.190186471,0.192759633,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.544495344,0.370057672,0.148984581,0.154730305,-0.186161444,-0.032106441,0.197440162,0.165692985,0.224514917,0.181387603,0.16860722,0.115722537,0.727651179,16231.72503,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44136187,1,NA,NA,NA,1,9.6947229413671
"DEU","Germany","Euro",1972,1384776.375,1340240.125,78.901818,38.07825089,1916.122729,2.965313673,967875.125,1444271.75,1379408.625,1360294.75,6482681.5,0.260090023,0.675766051,0.71132189,1810009.375,1339901.625,1897383,7009817.5,0.290483743,0.662524939,0.746581018,0.668120921,0.064744577,0.034136768,1.630326596,0.229557946,0.217337087,0.220390961,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.560373664,0.350215703,0.151144996,0.154318973,-0.185296506,-0.030756891,0.221826941,0.192508504,0.258220822,0.2078401,0.192439929,0.141519979,0.829475641,16986.17546,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6328422,1,NA,NA,NA,2,9.74015508396987
"DEU","Germany","Euro",1973,1455366.625,1414862.375,78.932455,38.33142471,1885.562397,2.991162539,1022374.313,1498426,1446049.375,1427258.625,6344134.5,0.246213838,0.702829897,0.737457633,1896482.25,1388962.875,1960328.875,7370950.5,0.306249648,0.682458341,0.758327603,0.668120921,0.064539194,0.034057271,1.366478681,0.289689988,0.275495619,0.27912268,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.56329608,0.333542705,0.153024197,0.167925894,-0.19149521,-0.026293691,0.277246147,0.245011538,0.335496992,0.255231827,0.238287061,0.193007156,1.048427224,17924.97617,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52772075,1,NA,NA,NA,3,9.79395033603877
"DEU","Germany","Euro",1974,1457745.875,1438005.125,78.909807,38.03532028,1852.278867,3.017236471,1062082.375,1494505.375,1465079.25,1439266.25,6237016.5,0.232252881,0.745614827,0.774108827,1913362.25,1406385.875,1924908,7662537.5,0.318606555,0.687262416,0.743251681,0.668120921,0.060261145,0.03386192,1.323095565,0.316777498,0.303945988,0.309397221,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.576896489,0.300446868,0.161036745,0.204430565,-0.227515057,-0.015295541,0.298899025,0.272430331,0.380825192,0.276009262,0.254517585,0.229452446,1.146956801,18223.40188,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48887834,1,NA,NA,NA,4,9.81046186469182
"DEU","Germany","Euro",1975,1466341.125,1437515.25,78.856039,37.43514252,1812.540349,3.043537855,1130526.625,1534565.25,1481839.125,1445837.75,6272468.5,0.229699031,0.765589178,0.82005018,1896778.5,1461614.875,1948563.5,7915187,0.329406172,0.686952829,0.758621991,0.668120921,0.060150068,0.033629738,1.257927154,0.343433022,0.331092566,0.339336783,"Benchmark","Extrapolated","Market-based","Regular","Regular",0.772845211,NA,0.612880826,0.279449463,0.169037208,0.18747656,-0.230118111,-0.018725859,0.32222417,0.296563178,0.420330316,0.309706479,0.277172595,0.249890924,1.123607874,18229.61524,"Germany","2.74","4.7","0.87","2.2999999999999998","3.6","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,0.1407349,1,0.9617486,0.9104558,1,5,9.81080276158053
"DEU","Germany","Euro",1976,1542819.5,1515613.25,78.781733,37.52067184,1824.946029,3.070068359,1170200.75,1614941,1551972.375,1521273.5,6446552,0.230505809,0.772915125,0.818811715,1990655,1515909.375,2047057.75,8179124,0.341570437,0.703914523,0.778134346,0.668120921,0.060945556,0.033517439,1.287432956,0.348637313,0.334890723,0.341648698,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.602814078,0.292347342,0.166410327,0.196039498,-0.239305183,-0.018306067,0.329224586,0.298720717,0.418959111,0.314945519,0.289794534,0.255985409,1.055575013,19238.13037,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25422966,1,NA,NA,NA,6,9.86464954538156
"DEU","Germany","Euro",1977,1600806.125,1572340.125,78.687323,37.63051605,1806.88719,3.09683013,1216602,1672796.5,1609351.75,1574319.375,6678729,0.232811913,0.77863425,0.818217874,2057286.5,1571879.75,2112471.75,8459396,0.355558664,0.71705544,0.791497231,0.668120921,0.060727771,0.033522088,1.187313485,0.388674557,0.373126268,0.381429195,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.605319619,0.289772511,0.167460069,0.193781093,-0.238351166,-0.017982118,0.367847979,0.331661344,0.463956654,0.353908688,0.322040915,0.286056429,1.08662951,19982.12755,"Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15819927,1,NA,NA,NA,7,9.90259353051751
