"countrycode","country","currency_unit","year","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","rgdpo.pop","Country Name","Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary","Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary","Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary)","Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary","Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary)","Duration of compulsory education (years)","Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)","Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)","Elderly literacy rate, population 65+ years, both sexes (%)","Human Capital Index (HCI): Expected Years of School, Total","Human Capital Index (HCI): Expected Years of School, Female","Human Capital Index (HCI): Expected Years of School, Male","Number of years of free pre-primary education guaranteed in legal frameworks","Number of years of free primary and secondary education guaranteed in legal frameworks","yrs_sch","fdi","voc","Years.Ratio","European.Average","gen","year_orig","log.rgdpo.pop"
"AUT","Austria","Euro",1950,40357.28906,41605.02734,6.980751368,2.934920311,2085.669553,2.552640438,35652.45313,43636.98047,40887.86328,41518.45703,121749.4219,NA,NA,NA,56946.14844,46796.94531,62728.69922,263725.125,NA,NA,NA,0.632960439,0.065484546,0.030959964,1.447642793,0.061186995,0.068684347,0.067641146,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.679234028,0.192312762,0.179479346,0.052682213,-0.093219712,-0.010488632,0.065444484,0.102161445,0.045074649,0.088723786,0.091317534,0.078298226,NA,5959.964071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,0.4821047,NA,0.9235772,0.8937096,1,-20,8.69281973168552
"AUT","Austria","Euro",1951,41846.48047,43706.10547,6.98110463,2.99060607,2083.015656,2.537035942,36933.19531,46773.1875,42685.76172,43585.21484,128034.3438,NA,NA,NA,60474.61328,48494.62891,67619.59375,275235.7813,NA,NA,NA,0.632960439,0.065379947,0.032378677,1.553018201,0.072617427,0.081535973,0.079853341,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.665827215,0.225764424,0.181551769,0.058130145,-0.109926969,-0.021346606,0.076776944,0.115010649,0.057362698,0.103733532,0.108907752,0.090543211,NA,6260.62891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-19,8.74203592390412
"AUT","Austria","Euro",1952,43857.64844,44922.38672,6.973375097,2.923521996,2080.365137,2.521526814,37750.47656,45815.10547,44963.01563,45118.83594,130991.9219,NA,NA,NA,60239.30078,49460.35547,64793.49609,281373.125,NA,NA,NA,0.632960439,0.069960125,0.033329997,1.553018201,0.082708851,0.089763828,0.089453824,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.657172024,0.178741917,0.179517925,0.056320384,-0.082817718,0.011065457,0.087113902,0.122788168,0.066583008,0.11740426,0.112262525,0.097969264,NA,6441.986283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-18,8.77059220058121
"AUT","Austria","Euro",1953,46026.79688,47309.0625,6.97811726,2.891931534,2077.717989,2.506112576,40384.26172,46573.64844,47256.82813,47730.43359,131556.0625,NA,NA,NA,62218.33203,52851.28516,64380.06641,283039.75,NA,NA,NA,0.632960439,0.061056923,0.033317462,1.773944007,0.070152149,0.076894864,0.076131873,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.670848429,0.129673809,0.175241947,0.06746956,-0.07519649,0.031962771,0.072913386,0.120889477,0.059581768,0.101701476,0.108974725,0.095820524,NA,6779.631344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-17,8.82167800541482
"AUT","Austria","Euro",1954,49078.17188,50657.71875,6.985893831,2.976327658,2075.074211,2.490792513,42747.98047,50912.10547,50271.27344,51001.19531,134504.7188,0.011802988,0.659008801,0.657492101,67352.9375,56022.05469,71849.89063,289468.375,0.086031601,0.484568238,0.508657753,0.632960439,0.070522696,0.033152908,1.88949369,0.06867753,0.076125078,0.075035587,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.665935993,0.160077155,0.172240019,0.074912012,-0.094848998,0.021683825,0.071455918,0.115121014,0.057935361,0.098309033,0.104883552,0.090393864,0.840399683,7251.429806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-16,8.88895394302516
"AUT","Austria","Euro",1955,53920.03906,55541.88672,6.992613975,3.12647891,2072.433796,2.475566149,46631.9375,57844.81641,55079.12109,55802.47656,141368.3125,0.012076502,0.67063874,0.694635212,75065.11719,61331.22656,83742.22656,302844.3438,0.090976194,0.515269935,0.565642893,0.632960439,0.080246843,0.033683926,1.88949369,0.070836626,0.079675309,0.078642488,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.673175156,0.200938717,0.162485614,0.074833229,-0.118620791,0.00718808,0.073442332,0.116433479,0.060041226,0.101718985,0.102226056,0.089952268,0.840675116,7942.936206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64,0.4821047,NA,0.9268707,0.89167875,1,-15,8.98003828512662
"AUT","Austria","Euro",1956,58295.65625,59629.85938,6.998124099,3.221801043,2069.796741,2.461072206,48667.86719,59270.73828,59338.42188,59770.51172,146617.4219,0.012031522,0.697389007,0.694098055,79692.41406,64589.50781,85305.9375,313487.9688,0.094423018,0.531856179,0.560218811,0.632960439,0.085982062,0.034283414,1.88949369,0.074570835,0.082227193,0.081632756,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.660242379,0.177393004,0.154003084,0.093656249,-0.118973881,0.033679198,0.076270863,0.117370419,0.067282461,0.104352735,0.104472511,0.091960698,0.92193085,8520.834803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-14,9.05026959659625
"AUT","Austria","Euro",1957,61308.07813,62760.4375,7.01171366,3.295096636,2067.163042,2.44666338,50640.28516,62017.35156,62390.98828,62839.86328,152311.0938,0.012132434,0.70781678,0.703329265,84319.71094,67338.39844,89381.42969,325074.4688,0.098162673,0.549408555,0.573079407,0.632960439,0.088374883,0.034556005,1.88949369,0.0787092,0.086575173,0.085956752,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.648573101,0.181048542,0.157289371,0.102444761,-0.127223775,0.037868023,0.079736516,0.121587299,0.07447312,0.105890349,0.106805198,0.095992185,0.954643607,8950.798698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-13,9.09949804728725
"AUT","Austria","Euro",1958,64191.60547,65324.33984,7.033353378,3.321739912,2064.532693,2.432338715,53469.38281,64987.59766,65403.38672,65802.03906,157391.7188,0.012135516,0.734624505,0.723719656,87404.57813,71141.70313,93214.17969,336109.8438,0.101625368,0.561985195,0.589757919,0.632960439,0.090860806,0.034767032,1.88949369,0.07869482,0.085783072,0.085263371,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.653240144,0.175043464,0.159339279,0.093703382,-0.11680977,0.035483535,0.08008869,0.118687868,0.072980404,0.107648581,0.107614599,0.094603121,0.969115198,9287.794361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-12,9.13645638284408
"AUT","Austria","Euro",1959,66691.54688,67548.26563,7.060503701,3.371424675,2061.905692,2.418097973,55443.54688,67519.6875,67623.88281,67823.16406,162745.5781,0.012102362,0.73238939,0.727473438,89975.29688,74403.85156,97286.96094,347542.625,0.105234563,0.568373621,0.604736865,0.632960439,0.088382021,0.034921501,1.88949369,0.08070685,0.088240154,0.087980881,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.658474207,0.178053349,0.158997893,0.093674317,-0.122152694,0.032952949,0.082409501,0.122826807,0.073655494,0.109230496,0.1063895,0.098963283,0.936727881,9567.060438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-11,9.16608127299907
"AUT","Austria","Euro",1960,71715.84375,72448.73438,7.093827955,3.440428257,2059.282033,2.403940678,59243.85938,74748.48438,73102.20313,71811.03125,171874.2344,0.012281846,0.74575001,0.776882291,98201.61719,78690.23438,108937.1797,366649.7813,0.111953318,0.601393163,0.656473398,0.632960439,0.093718782,0.035440017,1.88949369,0.081891626,0.091132872,0.092771448,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.670460343,0.215908706,0.154536292,0.096677497,-0.162361562,0.02477872,0.083284825,0.126444042,0.075847194,0.114675269,0.095309004,0.099834152,1.011227727,10212.92521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,0.4821047,NA,0.9080267,0.90418684,1,-10,9.23140937453161
"AUT","Austria","Euro",1961,75887.78125,76432.49219,7.13294552,3.459298134,2046.629756,2.426981688,62827.59375,78445.26563,77483.14844,76145.32031,181468.875,0.012598383,0.763656259,0.788073957,103343.0547,82417.09375,114213.4375,386315.9063,0.118550457,0.616258025,0.670192719,0.632960439,0.091555148,0.036129642,1.88949369,0.084207609,0.095396854,0.097072922,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.673894644,0.205103487,0.151206568,0.093332291,-0.151070654,0.027533656,0.085409515,0.140409544,0.078850977,0.122713245,0.101483971,0.106081955,1.046203852,10715.41791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-9,9.27943890948028
"AUT","Austria","Euro",1962,78181,78591.6875,7.176797568,3.443099022,2034.055214,2.450243473,65137.88672,79794.17969,79760.78906,79228.70313,189501.25,0.012667987,0.767207026,0.773933351,105399.6328,85065.60156,115515.8672,403376.2188,0.124035694,0.618689477,0.667231321,0.632960439,0.091186352,0.036454167,1.88949369,0.087676108,0.098518282,0.099179901,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.673562706,0.184987187,0.148587406,0.096232317,-0.137047097,0.033677459,0.088586263,0.146704808,0.083550267,0.126091346,0.113214478,0.107991189,1.016917229,10950.80177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-8,9.30116795356869
"AUT","Austria","Euro",1963,81741.11719,81837.19531,7.223046616,3.41953373,2021.55793,2.473728418,68324.46875,83512.57813,83190.85156,82431.60156,197245.8281,0.012555725,0.781410694,0.795079052,110026.9375,89683.60156,120920.8359,420514.5938,0.129503578,0.63711226,0.68900001,0.632960439,0.090534702,0.036533799,1.88949369,0.090978898,0.101806052,0.10274376,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.679129779,0.184251085,0.149732739,0.126718849,-0.177211061,0.037378605,0.09146747,0.150512576,0.088762894,0.126938298,0.11468377,0.112758316,1.040198565,11330.01068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-7,9.33521029665179
"AUT","Austria","Euro",1964,85801.51563,85747.60156,7.271352841,3.413850784,2009.13743,2.497438192,70394.15625,88394.67969,87125.75781,86282.27344,208222.5313,0.012614398,0.795661151,0.821802437,116710.8203,92755.44531,129724.7891,443398.3438,0.13692534,0.6614151,0.723414361,0.632960439,0.095368452,0.036613654,1.88949369,0.095123224,0.106432304,0.107472785,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.66445142,0.208623663,0.151407391,0.124909617,-0.180736721,0.031344604,0.095818974,0.150658414,0.092069931,0.132124886,0.118612401,0.112132289,1.049949408,11792.52382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-6,9.3752210350843
"AUT","Austria","Euro",1965,88744.03906,88459.39844,7.318750472,3.390900612,1996.793242,2.521375418,73628.69531,92011.23438,90165.54688,89254.97656,217406.7656,0.012572546,0.800471425,0.827849269,119795.6719,96869.48438,134765.2031,466084.375,0.14441441,0.667178273,0.73854965,0.632960439,0.089895017,0.036764171,1.88949369,0.099605002,0.111807182,0.112947837,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.674547017,0.205955386,0.150378391,0.126816168,-0.187898561,0.030201599,0.100012302,0.160681322,0.097777992,0.139104992,0.124343745,0.123076029,1.042166591,12086.68048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54,0.4821047,NA,0.81344306,0.8961946,0,-5,9.39985933849722
"AUT","Austria","Euro",1966,93206.4375,92929.58594,7.370264377,3.362745285,1984.524897,2.545542002,77011.92188,97628.84375,94825.72656,94214.13281,230292.0781,0.01249887,0.816157043,0.845664382,126479.5625,101083.1172,143763.4063,492994.4063,0.153568059,0.690857768,0.772712231,0.632960439,0.089331664,0.036974426,1.88949369,0.102434568,0.115818426,0.116570272,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.664871931,0.218830436,0.152541757,0.124021158,-0.190694347,0.03042908,0.1025993,0.165812165,0.101716585,0.141690105,0.12882182,0.127038732,1.051902771,12608.71811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-4,9.44214376716985
"AUT","Austria","Euro",1967,96198.33594,95787.14063,7.425558093,3.307928801,1972.331928,2.5666821,80271.89844,100335.9531,98172.10938,97729.79688,241911.9531,0.012484636,0.837721229,0.858391583,130592.7266,104653.3047,146664.1719,517659.3125,0.161403418,0.706795096,0.781087577,0.632960439,0.090965785,0.037012812,1.88949369,0.106720209,0.118977785,0.119516276,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.666449726,0.205301285,0.154915899,0.125787571,-0.174137563,0.021683073,0.106091037,0.168017685,0.109426945,0.144965515,0.134724692,0.126946151,1.07988143,12899.65541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-3,9.46495587758988
"AUT","Austria","Euro",1968,100632.6094,99937.03906,7.464215841,3.264507294,1960.213874,2.58321929,83599.71875,104588.9141,102891.5234,102357.2578,253309.1719,0.012494184,0.85405463,0.86723274,136248.3125,108641.8047,152730.0938,543625.8125,0.169556379,0.730148911,0.805389762,0.632960439,0.093046144,0.03684444,1.88949369,0.109663926,0.121963322,0.122599922,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.661631882,0.205058232,0.15511252,0.1286259,-0.175445974,0.025017431,0.108744718,0.170951664,0.113584824,0.14866133,0.137998924,0.127581611,1.071935654,13388.81956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-2,9.50217527647193
"AUT","Austria","Euro",1969,105549.25,104938.3438,7.49003663,3.258476973,1948.170273,2.599862814,85401.94531,107965.3281,107791.8203,107560.9688,266863.125,0.012362098,0.887032032,0.884815991,144988.7656,111346.2734,158337.1875,571795.0625,0.178735018,0.762865663,0.819780946,0.632960439,0.0960977,0.03673321,1.88949369,0.115267843,0.127107158,0.127379969,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.640511513,0.209772989,0.153474942,0.143477544,-0.176438719,0.02920177,0.11368604,0.171918735,0.121869333,0.154712662,0.148054555,0.129439458,1.122707009,14010.39127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821047,NA,NA,NA,NA,-1,9.54755456684971
"AUT","Austria","Euro",1970,111881.2422,111568.6328,7.516239,3.265043259,1890.137419,2.616613865,88495.10156,114806.4297,114248.0547,114421.9297,283949.75,0.01272406,0.935062468,0.935555756,155271.6406,115946.0781,169610.25,606366.125,0.190617278,0.808984697,0.869563758,0.632960439,0.093434185,0.03689215,1.88949369,0.12064714,0.134558588,0.134354129,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.62313354,0.229950085,0.150276795,0.150817856,-0.194482312,0.040304024,0.118877277,0.18134813,0.127985999,0.164386719,0.158698812,0.138812229,1.177064061,14843.67817,"Austria","1.45","2.48","1.59","4.2","1.7","2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,0.73277795,1,0.7717391,0.9013237,0,0,9.60532934113166
"AUT","Austria","Euro",1971,117554.25,117567.7188,7.55034,3.301126242,1885.287964,2.633699417,93476.78906,120899.25,119990.7422,120623.9688,304427.25,0.013454304,0.933874547,0.930378377,163210.8906,122901.6641,178220.3281,647546.0625,0.205103219,0.820006967,0.881103277,0.632960439,0.09104801,0.037316576,1.815773195,0.133211091,0.148834392,0.14805308,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.625999749,0.227338433,0.148944005,0.144970343,-0.197111577,0.04985908,0.130865559,0.202090606,0.143069163,0.179898173,0.175447211,0.152198121,1.15425849,15571.18207,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7992279,1,NA,NA,NA,1,9.65317718166369
"AUT","Austria","Euro",1972,125129.0156,124571.8906,7.581117,3.31970191,1905.749921,2.650897026,98409.39063,128688.2344,127493.4375,127841.5703,325986.625,0.013822971,0.936745882,0.934851229,173342.7969,129871.75,190595.6406,694442.4375,0.222318068,0.833350837,0.901646316,0.632960439,0.083868049,0.037908159,1.679856786,0.154538319,0.173029929,0.172558755,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.621386826,0.236846641,0.14838928,0.148269489,-0.205945879,0.051053625,0.151885509,0.233129531,0.165647104,0.203526795,0.197157055,0.186331525,1.270109653,16431.86493,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65912306,1,NA,NA,NA,2,9.70697771219785
"AUT","Austria","Euro",1973,132343.1719,130781.7031,7.607065,3.358950615,1900.7313,2.668206453,102544.5938,135866.8594,134347.625,133109.2656,347581.625,0.01411307,0.929915905,0.948643088,181814.5625,136190.9063,202559.7188,739066.3125,0.236988217,0.845413983,0.926819205,0.632960439,0.084035099,0.038095277,1.422934093,0.198272035,0.219689488,0.221733332,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.623554468,0.250337631,0.146824554,0.157503873,-0.230273366,0.052052841,0.192732483,0.285598725,0.221798107,0.249427617,0.231616303,0.231666222,1.498662233,17192.13693,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54466355,1,NA,NA,NA,3,9.75220740304167
"AUT","Austria","Euro",1974,135241.5469,135338.3281,7.62629,3.405431747,1978.662455,2.685628891,106199.5078,141090.75,138556.25,135194.2188,368665.7188,0.014302938,0.926857173,0.967128694,188984.9063,141060.0938,208184.2344,784420.4375,0.25229302,0.826569855,0.895986497,0.632960439,0.081326522,0.037863448,1.358436953,0.229636937,0.253964305,0.260279924,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.631945789,0.2580823,0.153587148,0.196208939,-0.277161926,0.037337787,0.222231403,0.328010321,0.260107547,0.264970809,0.239820182,0.26837042,1.62763536,17746.28661,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5031359,1,NA,NA,NA,4,9.78393156794671
"AUT","Austria","Euro",1975,136149.0938,136221.3125,7.637689,3.394333839,1903.97165,2.703165293,109346.1563,140870.9688,140016.7031,136563.3594,387218.0313,0.014663758,0.94648385,0.985325634,188300.1875,145872.2031,205122.3438,823614.625,0.264760405,0.827370942,0.886877537,0.632960439,0.077024862,0.037592854,1.265724584,0.269086003,0.286097497,0.293332189,"Benchmark","Extrapolated","Market-based","Regular","Regular",0.731230215,NA,0.641156137,0.230843902,0.159542903,0.178023338,-0.252405077,0.04283876,0.259229362,0.345103055,0.308696955,0.304446042,0.271603733,0.302455962,1.589296937,17835.4097,"Austria","1.62","2.8","1.74","4.5999999999999996","1.92","2.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44,0.19748269,1,0.7796209,0.9104558,0,5,9.78894106921404
"AUT","Austria","Euro",1976,140292.9219,139693.3438,7.640749,3.413128138,1898.042383,2.720816374,112754.1406,147778.5781,143714.0469,139917.4844,403575,0.01471148,0.93581444,0.98635298,196918.7188,152405.3438,218639.5938,863865,0.27880156,0.844208479,0.922343493,0.632960439,0.077295959,0.037419327,1.303726421,0.283144146,0.298920721,0.307031721,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.64262569,0.250322133,0.163236022,0.200233862,-0.299102813,0.042685073,0.27297622,0.349710226,0.323173016,0.3014763,0.274671286,0.312354207,1.511874437,18282.67671,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21236046,1,NA,NA,NA,6,9.81370926262554
"AUT","Austria","Euro",1977,146131.7188,145573.9688,7.636576,3.451448202,1904.783097,2.738582373,118398.7813,156777.5156,149694.2344,145612.3125,419381.8438,0.0150251,0.932849824,0.993305206,206922.125,161265.6406,234246.5625,909277.5625,0.295131803,0.857163012,0.9548406,0.632960439,0.077661507,0.0374755,1.201057874,0.326662511,0.344352394,0.354005545,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.648647845,0.263567865,0.164461851,0.191560224,-0.30780527,0.039567448,0.316647768,0.398925871,0.366161257,0.348499268,0.316812783,0.360120237,1.598467231,19062.72769,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1878137,1,NA,NA,NA,7,9.85549027767188
"AUT","Austria","Euro",1978,146276.5938,145074.2656,7.627759,3.467476845,1844.067573,2.756464481,115368.8359,149944.7344,149462.4375,144919.25,430134.9375,0.014865537,0.923026145,0.945375681,206486.2344,159461.75,225846.3906,947241.3125,0.307798564,0.853672087,0.91878581,0.632960439,0.07376641,0.037387386,1.055330673,0.396901757,0.415157527,0.428172648,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.62932843,0.238587305,0.166762024,0.20547685,-0.298904479,0.05874981,0.381947815,0.476071239,0.453335077,0.408904284,0.369874239,0.439541191,1.724889517,19019.25134,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22946787,1,NA,NA,NA,8,9.85320697360019
"AUT","Austria","Euro",1979,152109.8438,151004.6094,7.617884,3.483715773,1876.680397,2.774463415,119094.2266,159418.6563,155305.0469,149722.2031,445009.375,0.01494663,0.925532699,0.981170893,217547.0938,166612.9531,243055,988585.125,0.322479516,0.868227363,0.954521954,0.632960439,0.07456959,0.037235044,0.971454111,0.455115914,0.476100355,0.493853182,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.628819883,0.269328326,0.166614771,0.230426013,-0.333244413,0.038055427,0.438092917,0.538075805,0.519362271,0.448758841,0.405949295,0.503482044,1.831298113,19822.38236,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25349858,1,NA,NA,NA,9,9.89456700045875
"AUT","Austria","Euro",1980,152980.4688,152806.375,7.609752,3.511729717,1881.035385,2.792579889,121524.8516,161799.2188,157413.8125,149388.875,463223.75,0.014954457,0.916046321,0.998856246,221313.8906,170612.1875,246415.5,1030851.438,0.338253379,0.858713865,0.940825343,0.632960439,0.069837131,0.037266307,0.940241128,0.499692947,0.521271408,0.549273312,"Benchmark","Extrapolated","Market-based","Regular","Regular",0.785926497,NA,0.640613377,0.269594193,0.172866538,0.243391991,-0.383202583,0.056736484,0.484191865,0.586382926,0.557137191,0.481067926,0.426808685,0.56228137,1.87632215,20080.33573,"Austria","1.55","2.71","0.38","1","2.15","3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,0.29161975,1,0.7936694,0.932804,0,10,9.90749629328741
"AUT","Austria","Euro",1981,151429.25,152377.875,7.604513,3.488420963,1819.141224,2.809374809,120339.5469,159811.9531,156130.375,148456.2188,494921.1875,0.015529091,0.90192759,0.973867714,220994.5469,173012.8438,244767.8438,1070817,0.352850914,0.862712681,0.940243065,0.632960439,0.065486468,0.037303004,1.157448118,0.445240021,0.454948455,0.478466153,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.634688139,0.26588586,0.175918147,0.251785398,-0.377957284,0.049679693,0.433219582,0.484546572,0.488608062,0.423908055,0.375138164,0.476347297,1.356961846,20037.82162,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4610735,1,NA,NA,NA,11,9.90537684769355
"AUT","Austria","Euro",1982,152637.4531,153064.7813,7.602181,3.435217142,1835.118889,2.826271057,120059.2734,158804.7031,157883.4844,150489.75,539793.8125,0.016483534,0.899508774,0.946361244,225439.2969,176904.5156,244359.3906,1101891.75,0.362619549,0.871633291,0.929681897,0.632960439,0.064385183,0.037137467,1.239744046,0.451191157,0.451426268,0.473605394,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.622343004,0.257462263,0.175447375,0.246253401,-0.349707812,0.048201781,0.43876949,0.452154875,0.495253056,0.423571557,0.371447146,0.445443749,1.238390207,20134.32478,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291714,1,NA,NA,NA,12,9.91018133808208
"AUT","Austria","Euro",1983,156059.2969,156258.7656,7.603102,3.422595978,1829.912281,2.843268871,122629.3359,161477.2813,161039.9844,154209.8125,597627.1875,0.017830502,0.872806311,0.90003401,232141.7969,184958.5156,250895.7344,1131752.875,0.372192621,0.889300346,0.945778728,0.632960439,0.065391451,0.036809761,1.305446344,0.454185396,0.447829545,0.46766448,"Interpolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.626274943,0.25191617,0.168936014,0.244442791,-0.343491912,0.051921982,0.439701378,0.427766234,0.507880092,0.409362316,0.365707815,0.404696494,1.031214595,20551.97544,"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299663,1,NA,NA,NA,13,9.93071234377149
