countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,rgdpo.pop,Country Name,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),Duration of compulsory education (years),"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)","Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)","Elderly literacy rate, population 65+ years, both sexes (%)","Human Capital Index (HCI): Expected Years of School, Total","Human Capital Index (HCI): Expected Years of School, Female","Human Capital Index (HCI): Expected Years of School, Male",Number of years of free pre-primary education guaranteed in legal frameworks,Number of years of free primary and secondary education guaranteed in legal frameworks,yrs_sch,fdi,voc,voc_pc,Years.Ratio,European.Average,gen,year_orig,rgdpo.pop.roll,log.rgdpo.pop,log.rgdpo.pop.roll
FIN,Finland,Euro,1995,137240.9219,144156.3125,5.119005,2.063220024,1732.452519,3.044640779,86152.99219,125722,134982.5469,137479.1875,815457.1875,0.017367201,0.792699218,0.716118097,148207.9375,120543.5469,156954.8281,764227.8125,0.617025495,0.877119541,0.883387446,0.590622187,0.069993973,0.037854347,0.734420612,1.134710312,0.994099319,0.976046264,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.474416912,0.287818193,0.152245164,0.481882989,-0.38382256,-0.012540656,1.048397779,0.687948942,1.403672457,0.609950244,0.559431076,0.599214017,1.05450213,28161.00248,Finland,9.49,20.04,11.74,37.29,10.75,20.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31,1.0810883,0,29.25,1.0162514,0.97792596,1,25,27153.24382,10.24569341,10.2092518
FIN,Finland,Euro,2000,186055.4688,186505.8125,5.187954,2.305018187,1704.713453,3.131667376,116120.9219,166605.4219,182375.2188,186013.7031,761065.625,0.013386614,0.93329376,0.804092348,190218.2031,140324.7813,193461.6563,852069.9375,0.706843615,0.989810348,0.957379341,0.566255808,0.086248994,0.039031852,1.085400833,0.731130183,0.689274311,0.675791919,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.465355337,0.271402001,0.158904716,0.484374285,-0.374318123,-0.005718203,0.69416225,0.593000472,0.839391291,0.504714787,0.48667562,0.559357941,1.094658136,35949.78146,Finland,10.88,23.31,2.52,7.99,13.87,26.87,9,NA,NA,NA,NA,NA,NA,1,12,9.9,10.714266,1,33.48,1.038105,0.9831894,1,30,35059.19215,10.48987828,10.46479312
FIN,Finland,Euro,2005,202128.7031,213170.4063,5.258927,2.424816132,1667.038737,3.232064009,133469.6094,195105.9688,204071.1875,208794.1875,801727.75,0.012835518,0.939737022,0.814571619,216430.2188,161465.0625,222201.6563,957543.0625,0.80375427,1.02962923,1.005308747,0.57283181,0.081124455,0.040001016,0.80412,1.090215325,1.003590941,0.98088938,Benchmark,Benchmark,Market-based,Regular,Regular,0.884114634,NA,0.474773169,0.29520148,0.164466932,0.546498597,-0.491836667,0.010896476,1.025512815,0.816011488,1.276994586,0.57173562,0.569393754,0.888842046,1.325746298,40534.96204,Finland,11.7,25.84,1.28,4.05,14.96,30.04,9,NA,NA,NA,NA,NA,NA,1,12,10.42,5.304332,1,28.59,1.0501969,0.9951139,1,35,40201.13173,10.60992014,10.60165043
FIN,Finland,Euro,2010,234672.0781,233241.9063,5.365782,2.495830297,1637.912374,3.335679293,167787.8281,230856.1094,234695.7031,229752.1719,1161520.625,0.017171724,0.858983099,0.832363605,226641.6563,175032.9219,232749.7656,1070677,0.904604077,1.001374364,0.9779917,0.596794069,0.065909512,0.040294714,0.755044952,1.133372784,1.061720252,1.084565163,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.52274996,0.274505675,0.207549244,0.458644837,-0.474394441,0.010944716,1.091934204,0.871094882,1.237743258,0.665401995,0.630930841,0.803600967,0.947260737,43468.39031,Finland,12.35,27.31,1.6,5.07,14.36,31.61,9,NA,NA,NA,NA,NA,NA,1,12,10.71,4.8996863,1,30.79,1.0517737,1.0017622,1,40,43880.94385,10.67978929,10.68923542
FIN,Finland,Euro,2015,237412.9219,228346.4063,5.481122,2.524532795,1607.140027,3.428412676,180066.0781,237707.9844,236363.9375,226713.9688,1195239,0.015727108,0.816540599,0.825451374,227502.6719,182572.1563,241147.7031,1157447.5,0.9657076,0.967942774,0.975743175,0.593415797,0.062432811,0.038740184,0.901658962,1.02667439,0.991860569,1.034078717,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.78605905,NA,0.562275708,0.254249483,0.231967673,0.398972392,-0.443877935,-0.003587389,1.001777768,0.88310653,1.087022424,0.65981853,0.597956836,0.781971574,0.821840703,41660.52248,Finland,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,1,12,10.94,7.4552555,1,47.73,1.0515947,1.0013992,1,45,45506.52395,10.63730926,10.72561098
FRA,France,Euro,1970,923051.75,905887.25,51.957738,21.33231354,1992.507975,2.310810089,614705.5,903385.5625,908321.0625,902698.4375,4048164.5,0.16718626,0.9038257,0.901959836,1036054.813,746940.75,1069703.25,5084455,0.228292421,0.740912676,0.74339819,0.655757487,0.083190136,0.025909197,0.846730808,0.172103196,0.163434461,0.164452448,Benchmark,Extrapolated,Market-based,Regular,Regular,0.757695982,NA,0.535108566,0.319796801,0.145855784,0.113492012,-0.127660528,0.013407351,0.166774943,0.144975558,0.19165118,0.173146799,0.164201677,0.106195107,0.811333835,17435.07868,France,1.46,2.7,3.95,14.97,2.8,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,0.4184481,0,19.17,0.90575916,0.9013237,1,0,17419.00347,9.766239472,9.765317043
FRA,France,Euro,1975,1141212.375,1131990.125,53.93139,21.86642647,1862.60459,2.450907707,826016.125,1129052.375,1140165.125,1125141.875,5079783.5,0.171536148,1.047912955,1.061233521,1252732.125,932156.125,1269704.625,6519771.5,0.310366094,0.798135877,0.786131442,0.68362093,0.057419788,0.026965056,0.653670822,0.323845536,0.31648773,0.320713609,Benchmark,Extrapolated,Market-based,Regular,Regular,0.801594664,NA,0.561719298,0.269331574,0.172424629,0.148381203,-0.167151958,0.015295229,0.311476499,0.296431929,0.364140868,0.309097916,0.285033017,0.244570851,1.054921985,20989.44835,France,3.89,7.41,3.99,15.12,3.97,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,0.43340087,0,16.94,0.9282297,0.9104558,1,5,21435.71452,9.951775131,9.972813713
FRA,France,Euro,1980,1376370,1377955.5,55.161527,22.66217041,1806.133784,2.586520672,993359.1875,1394497.25,1373381.375,1347289.375,6268922.5,0.182444468,1.098300219,1.144472957,1479333.25,1106368,1513787,7723488.5,0.388065606,0.844109774,0.83940506,0.691270351,0.049315289,0.027973549,0.644184756,0.535068512,0.510641098,0.520530343,Benchmark,Extrapolated,Market-based,Regular,Regular,0.892842955,NA,0.563790202,0.297737122,0.173511863,0.172688663,-0.226091251,0.018363448,0.505428672,0.450150311,0.631376863,0.478166521,0.44290024,0.410775959,1.105638146,24980.37264,France,3.74,7.7,1.19,4.5,4.57,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37,0.468106,0,21.76,0.94801223,0.932804,1,10,24363.5959,10.1258457,10.10084533
FRA,France,Euro,1985,1296068.25,1294101,56.654696,22.55256081,1654.322053,2.691689253,969158.5625,1296835.625,1292081.25,1275418.25,5708964.5,0.156547844,1.019919276,1.002885699,1600672.375,1225574.5,1604295.75,8698795,0.451126695,0.902528882,0.879056871,0.659426212,0.056350667,0.028648775,1.369788721,0.452026963,0.428102314,0.433695316,Benchmark,Benchmark,Market-based,Regular,Regular,0.932739971,NA,0.573732078,0.256917298,0.186143011,0.198674724,-0.230079174,0.014612094,0.427966267,0.35734123,0.526187122,0.385424703,0.36729607,0.35568592,0.697364926,22841.90176,France,4.86,9.74,4.73,17.92,5.21,9.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.37,0.46923026,0,24.80,0.9510582,0.9449358,1,15,23685.79134,10.03635192,10.07263063
FRA,France,Euro,1990,1581529.625,1581094.75,58.235697,23.65950394,1644.850669,2.801134348,1149937.5,1577189.25,1564912.5,1535612.5,6432617,0.156541198,1.020987153,1.035735011,1889867.125,1425334.625,1944742.625,9881229,0.532724857,0.951101422,0.951111734,0.617570519,0.071651898,0.02997556,0.830126822,0.842917562,0.810996473,0.826470613,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.576672554,0.278228879,0.17217353,0.237281278,-0.274765432,0.010409177,0.79119575,0.725081682,1.016153097,0.576322973,0.552606344,0.690368772,1.351198077,27149.92404,France,5.81,11.9,5.82,22.03,6.18,11.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,1.0387249,0,22.24,0.9588235,0.9564895,1,20,26770.4225,10.20912953,10.19505292
FRA,France,Euro,1995,1677481.625,1682645,59.508484,23.65852165,1601.211588,2.846054792,1227813.375,1616317.625,1642594.625,1626450.625,7275160.5,0.15654324,1.008045554,0.989618778,2015065.75,1523072,2020123.125,10953105,0.605656624,0.972246706,0.94719404,0.620157719,0.069060549,0.031136207,0.760946602,1.015602589,0.974675417,0.984349966,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.575882554,0.238866299,0.179021031,0.280982256,-0.283878654,0.009126521,0.935160518,0.845330894,1.274372339,0.62143904,0.591274321,0.786123276,1.2951051,28275.71611,France,7.2,14.92,9.26,35.08,7.27,13.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.36,1.4825045,0,28.38,0.96947366,0.97792596,0,25,28495.41855,10.24975863,10.2574986
FRA,France,Euro,2000,2135621.25,2128715.25,60.874357,25.62522507,1558.338802,2.891695738,1605491.125,2059562.75,2087296.75,2105389,6962127,0.123267926,1.17324996,1.10402,2328356.75,1703502.25,2324225.25,12052053,0.695312917,1.021447062,0.990874052,0.615421057,0.07296709,0.032774411,1.085400833,0.646409452,0.652637362,0.647029042,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.574952602,0.215671152,0.187610075,0.279214352,-0.277341992,0.019893747,0.606089652,0.674657881,0.769973993,0.501824617,0.52062571,0.67627728,1.142218471,34968.9977,France,8.44,17.75,10.76,40.76,8.8,17.05,10,NA,NA,NA,NA,NA,NA,3,12,10.22,3.030747,1,25.40,0.9758454,0.9831894,0,30,34272.04056,10.46221717,10.44208516
FRA,France,Euro,2005,2312443,2372596.75,63.092888,26.33457184,1532.075909,2.972923994,1753196.875,2331730,2333724,2339121.75,8548550,0.135392576,1.108144403,1.024691105,2531203.75,1876782.125,2552464.25,13341555,0.791285157,1.032423735,1.011729479,0.615843415,0.066578262,0.034337513,0.80412,0.970295668,0.941015959,0.938844502,Benchmark,Benchmark,Market-based,Regular,Regular,0.905121223,NA,0.571398497,0.247329175,0.178112239,0.319704384,-0.33652389,0.019979574,0.893742919,0.8522861,1.215882897,0.580347776,0.604697585,0.952905476,1.211982608,37604.82085,France,8.71,18.61,6.05,22.91,10.02,19.81,10,NA,NA,NA,NA,NA,NA,3,12,10.86,3.8752472,0,26.42,0.9844749,0.9951139,0,35,37035.351,10.53488754,10.51962817
FRA,France,Euro,2010,2613960.75,2591608.5,64.952503,26.87616158,1539.803062,3.056433678,1995495.5,2653908.75,2620077.25,2563624.5,13083475,0.188217595,0.973823428,0.972205997,2636758,2024295.25,2697125,14687638,0.884911239,0.997026443,0.991086066,0.620701194,0.054787029,0.035232365,0.755044952,1.050755143,1.008599877,1.030809999,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.569894075,0.256829053,0.208494306,0.297336727,-0.352563798,0.0200096,1.001259685,0.880837142,1.186045051,0.671687007,0.662727058,0.848488569,0.862175226,39900.05589,France,10.6,22.95,6.9,26.14,12.12,24.43,10,NA,NA,NA,NA,NA,NA,3,12,11.34,1.4701958,0,19.97,0.99209136,1.0017622,0,40,40068.05633,10.594133,10.5983347
FRA,France,Euro,2015,2772463.25,2730343.75,66.596315,27.38507652,1519.484356,3.151749134,2068600.25,2778087,2762439.25,2716354.5,15219803,0.191324651,0.940754116,0.927649736,2775129.5,2107348.5,2844287.25,15760554,0.962830186,0.993808508,0.989844024,0.617955983,0.053119745,0.036087502,0.901658962,0.917647302,0.88262856,0.897602975,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.823738167,NA,0.554317415,0.261190802,0.207218021,0.27533403,-0.320882678,0.022822402,0.875167727,0.780527055,1.031282067,0.660432994,0.64637208,0.692182958,0.660187542,40998.42086,France,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,12,11.6,1.7557237,0,18.07,0.99827737,1.0013992,0,45,41673.51358,10.62128883,10.63762104
GBR,United Kingdom,Pound Sterling,1970,905981.625,928294.75,55.573453,24.70074654,1870.894407,2.74150753,736753.75,979638.0625,896192.4375,900147.4375,3401047.25,0.157895237,0.746391356,0.81001085,1031309.188,762158.3125,1017984.25,4227484,0.260977358,0.818821907,0.771680474,0.551431835,0.140478864,0.037591908,0.416666999,0.150999576,0.14581944,0.14517878,Benchmark,Extrapolated,Market-based,Regular,Regular,0.867218509,NA,0.6417014,0.269827217,0.176779836,0.13225767,-0.145614266,-0.07495182,0.152344853,0.1301063,0.146116301,0.162539542,0.165735543,0.086244963,0.985436976,16703.92426,United Kingdom,4.42,7.63,5.5,14.54,4.89,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,1.1387286,0,3.44,0.99012345,0.9013237,1,0,16690.44972,9.723398956,9.722591962
GBR,United Kingdom,Pound Sterling,1975,936961.4375,989252.5625,56.152333,24.90545464,1814.079593,2.854560852,870667.375,1078438.75,934464.5,956727.25,2908283.75,0.122456975,0.830967009,0.945301592,1139717.125,879188.5625,1124995.875,5090930,0.315193325,0.823299408,0.775903165,0.551431835,0.099526808,0.037494592,0.452041166,0.254526764,0.258687884,0.252668291,Benchmark,Extrapolated,Market-based,Regular,Regular,0.845590368,NA,0.687602341,0.217168897,0.222445294,0.190378234,-0.202600554,-0.114994161,0.254228413,0.276125014,0.255448967,0.240154818,0.274401188,0.232238218,1.403548241,17617.30118,United Kingdom,5.53,9.53,6.01,15.87,6.31,9.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,1.3726761,0,3.51,0.9717979,0.9104558,1,5,18406.52493,9.77663672,9.820460496
GBR,United Kingdom,Pound Sterling,1980,1201736.25,1246676.5,56.209171,25.03955269,1785.396382,2.972275972,1071063.5,1296698.625,1198582.25,1198470.375,3223614.5,0.119747423,0.945328891,1.029726863,1272791,957516,1205805.5,5801163.5,0.361869365,0.850096822,0.768925726,0.551431835,0.095454909,0.036842193,0.430294999,0.458442718,0.4713521,0.471396089,Benchmark,Extrapolated,Market-based,Regular,Regular,0.893553592,NA,0.646432936,0.188269243,0.24725914,0.212819591,-0.221161962,-0.073618956,0.478043795,0.532631397,0.407197833,0.44912532,0.449750125,0.494509667,1.971668959,22179.23655,United Kingdom,5.5,9.55,4.57,12.09,6.47,9.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,1.7918197,0,4.55,1.0261594,0.932804,1,10,21640.71896,10.00691184,9.982331956
GBR,United Kingdom,Pound Sterling,1985,1255544.25,1287015.5,56.413553,24.5027256,1748.081732,3.082670927,1072486.125,1355348.125,1254154.25,1252302.5,3441629.5,0.109964356,0.937661111,0.981388569,1429725.25,1053965.625,1358726,6426020.5,0.404268205,0.911789417,0.827312827,0.551431835,0.112466685,0.034640606,0.779246,0.393483311,0.390108526,0.39068535,Benchmark,Benchmark,Market-based,Regular,Regular,0.883262675,NA,0.664845109,0.225873545,0.191566288,0.218157008,-0.236770526,-0.063671395,0.387237638,0.377313048,0.415159285,0.370543689,0.369490445,0.363699377,1.156568766,22813.94154,United Kingdom,6.22,10.9,5.13,13.65,7.3,11.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,1.1192803,0,7.98,1.0539273,0.9449358,1,15,22908.84335,10.0351271,10.03927829
GBR,United Kingdom,Pound Sterling,1990,1439709.75,1445536.75,57.134391,26.70350075,1745.944085,3.197166204,1201897.875,1556210.375,1436922.25,1406169.375,4052509.5,0.122629911,0.85088402,0.930094361,1698124.875,1277189.625,1668343.75,7647216,0.501646519,0.920073628,0.863046885,0.575843632,0.099303506,0.035088006,0.563177167,0.776202381,0.760802269,0.777441025,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.692082584,0.251970023,0.162649393,0.233548224,-0.293156296,-0.047093939,0.749493122,0.708562136,0.889851868,0.564845562,0.545259714,0.742530346,1.647866249,25300.6416,United Kingdom,9,15.38,11.2,29.7,9.85,15.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,3.7838056,0,10.53,1.0032362,0.9564895,1,20,24807.66804,10.13858503,10.11890808
GBR,United Kingdom,Pound Sterling,1995,1627492.625,1626361,57.932453,25.66979218,1722.625249,3.349738359,1197076.25,1602275.375,1606654,1579336.5,5152430.5,0.125444397,0.863714874,0.865634561,1840006.125,1390399.5,1828736.375,8693445,0.582493424,0.939038694,0.891068757,0.544222295,0.166605011,0.036373798,0.63366812,0.909854174,0.835078299,0.849522471,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.615858376,0.256562889,0.142103061,0.244519606,-0.281893253,0.022849288,0.883320391,0.614168525,1.024848461,0.605937064,0.586247683,0.518841088,1.625163078,28073.40128,United Kingdom,11.1,18.79,14.14,37.59,11.89,18.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.67,2.1638389,0,18.54,0.99896693,0.97792596,1,25,27942.74987,10.24257783,10.23791305
GBR,United Kingdom,Pound Sterling,2000,2101197.5,2075158.75,58.923309,27.38034821,1692.953954,3.509591341,1655331.25,2094680.375,2057960.375,2041666.625,5987333,0.120741472,0.931796312,0.91959691,2195091.25,1704216,2250711.75,9890288,0.689695537,0.986971617,0.966201842,0.588405013,0.119918004,0.036579031,0.660930833,0.834465623,0.805708349,0.812138498,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.65668571,0.215191409,0.154088825,0.291065574,-0.34743616,0.030404663,0.822387695,0.697360158,0.885938525,0.496416658,0.52865386,0.672879755,1.519099355,35217.96018,United Kingdom,12.83,21.56,7.94,21.01,15.23,23.33,11,NA,NA,NA,NA,NA,NA,2,13,9.97,9.851013,0,19.92,1.0070423,0.9831894,1,30,34477.415,10.46931146,10.44805975
GBR,United Kingdom,Pound Sterling,2005,2369775.25,2377112.25,60.287954,28.67258644,1669.737173,3.605062723,1925166.75,2447224.5,2389001.5,2335020.25,6797018,0.111335188,0.973952472,0.946873188,2507101.25,2010384.875,2630195,11144025,0.789127827,1.030456662,1.032147288,0.594801188,0.109529957,0.036877956,0.549998333,1.114964247,1.060193539,1.084703207,Benchmark,Benchmark,Market-based,Regular,Regular,0.828410281,NA,0.656345904,0.22357735,0.168129474,0.300704211,-0.377686381,0.028929424,1.073517323,0.858218491,1.276764989,0.559709132,0.598703682,0.986214995,1.792973042,39429.30706,United Kingdom,13.77,23.09,14.23,37.33,15.76,23.91,11,NA,NA,NA,NA,NA,NA,2,13,11.57,9.928201,0,23.37,0.9931094,0.9951139,0,35,38374.07402,10.58226465,10.55513735
GBR,United Kingdom,Pound Sterling,2010,2546775.25,2481864.75,63.459808,29.42511749,1643.207828,3.703131437,2046720,2609154.5,2559553.25,2460576.25,10976813,0.154636651,0.830926895,0.849713922,2572214.75,2071775,2674350.75,12244237,0.877792478,0.990949154,0.983690321,0.599280894,0.093526512,0.037447538,0.647179346,1.03852582,0.969536245,1.008535981,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.635589719,0.228578329,0.196215436,0.264535308,-0.388551593,0.063632764,1.015725374,0.718480587,1.112381816,0.648323834,0.656861961,0.669241786,1.041111112,39109.23824,United Kingdom,15.31,25.5,8.77,22.86,18.78,28.34,11,NA,NA,NA,NA,NA,NA,2,13,12.46,2.678599,0,13.23,0.98724085,1.0017622,0,40,39125.52508,10.57411399,10.57453035
GBR,United Kingdom,Pound Sterling,2015,2913114.75,2807567.5,65.860146,31.5069294,1669.465155,3.742114305,2229549.25,2948516.5,2905721.75,2790772,13923109,0.175581545,0.787526786,0.802218854,2842980.25,2253321.25,2989638.25,13176753,0.954061329,1.000943065,1.004962921,0.5850752,0.099165045,0.038229544,0.654545479,1.101932764,1.009313703,1.050886512,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.798569368,NA,0.606714547,0.257623076,0.192185953,0.254682571,-0.3523826,0.04117645,1.112939477,0.722098053,1.067185521,0.656051755,0.640877068,0.630525887,0.939777076,42629.23286,United Kingdom,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,13,12.67,1.5446568,1,29.53,0.9921383,1.0013992,0,45,42181.85049,10.66029551,10.64974532
GRC,Greece,Euro,1970,97693.83594,99292.14063,8.663571,3.339479685,2098.642728,2.087069273,64313.18359,104895.1875,95303.92969,95914.69531,435401.625,0.01595013,0.709516585,0.773758233,134136.1719,93862.22656,150155.4688,669409.8125,0.246571481,1.279833913,1.335531831,0.48818782,0.15461877,0.023208462,0.088041086,0.150314614,0.137808919,0.136931375,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.552304327,0.42310518,0.118220493,0.038018294,-0.131194323,-0.000453947,0.151160181,0.11799024,0.146364301,0.176206589,0.155627996,0.083854392,1.118631601,11460.8792,Greece,3.73,4.54,3.07,13.31,3.5,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,0.38052145,0,18.89,0.8143236,0.9013237,0,0,11432.80168,9.346694706,9.344241843
GRC,Greece,Euro,1975,120608.4922,125681.3281,9.014085,3.445169926,2105.333346,2.183713913,82246.74219,132425.4688,120932.7266,122410.9609,628204.4375,0.018806836,0.760675251,0.830480635,171417.2969,122061.8125,185093.0938,948485.25,0.352762997,1.309715152,1.318310738,0.48818782,0.122377396,0.024130933,0.094061115,0.253589839,0.235979661,0.233129978,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.528605521,0.409920275,0.143284842,0.063585497,-0.156994179,0.011598089,0.256815463,0.207115278,0.241689876,0.292710394,0.276897669,0.152737647,1.230996609,13942.77157,Greece,5.26,6.48,3.53,15.3,5.29,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,0.08413414,0,21.12,0.8147208,0.9104558,0,5,14192.09207,9.542716486,9.560440192
GRC,Greece,Euro,1980,146225.25,151922.5313,9.627002,3.624330521,2111.699221,2.284833431,107784.6016,155811.8281,146009.8281,145527.8906,863519.4375,0.020127816,0.755070865,0.813896596,210264.3594,158663,220154.7344,1238391.75,0.456862926,1.340985417,1.308855891,0.48818782,0.085770145,0.023242647,0.125067009,0.401341438,0.389320731,0.390610009,Benchmark,Extrapolated,Market-based,Regular,Regular,0.712620568,NA,0.59474498,0.330020756,0.145900652,0.08368998,-0.182037249,0.027680887,0.397169888,0.362343371,0.418346226,0.422166377,0.397534758,0.304261237,1.346672535,15780.87667,Greece,5.87,8.63,4.29,18.6,7.17,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58,1.182481,0,14.69,0.8487805,0.932804,0,10,15541.55491,9.666554149,9.651272678
GRC,Greece,Euro,1985,149934.3125,154543.2813,9.968238,3.900651932,2107.469213,2.404258728,117155.5078,164687,149465.4688,150588.1406,792492.25,0.018032927,0.701994717,0.742430687,211698.4063,171163.3906,223890.5625,1425736.25,0.52833432,1.18063128,1.163959503,0.48818782,0.081893258,0.023162609,0.405338469,0.321780324,0.319915444,0.317530394,Benchmark,Benchmark,Market-based,Regular,Regular,0.729238301,NA,0.600204587,0.315639049,0.177781686,0.089593187,-0.199062616,0.015844049,0.3150886,0.315318942,0.344372064,0.336240232,0.339054376,0.287039459,0.786464393,15503.57057,Greece,8.74,10.22,12.18,20.5,8.4,9.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37,0.9347387,0,12.65,0.8787879,0.9449358,0,15,15445.35994,9.648825636,9.64506391
GRC,Greece,Euro,1990,181332.3594,181550.1563,10.225992,4.062554359,2111.622917,2.529926062,148224.0625,200510.7031,179518.0781,178151.6094,1092081.25,0.020670108,0.662085831,0.736017525,225148.1875,193298.3125,247719.9063,1589163.75,0.590837836,1.132843852,1.161897779,0.48818782,0.072245419,0.022685958,0.465191245,0.555674195,0.545309603,0.54949224,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.666491508,0.293495178,0.165519252,0.093506724,-0.221769512,0.002756889,0.549532712,0.515927732,0.580403745,0.483819723,0.500574708,0.476401567,1.056346655,17753.79409,Greece,11.33,12.08,26.13,26.85,9.77,10.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,1.0266511,0,15.50,0.91983557,0.9564895,0,20,17984.22741,9.784354524,9.797250398
GRC,Greece,Euro,1995,223337.6406,219416.6406,10.745503,4.256537914,2110.706294,2.632754564,177170.9219,236618.6094,218570.5469,214878.6406,1587347.375,0.026198693,0.629062831,0.684307992,239539.1094,208336.8438,263030.6875,1740667.75,0.661952794,1.09036386,1.11610949,0.48818782,0.077457212,0.023797147,0.679861294,0.662799418,0.626279056,0.637039363,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.662762046,0.276657075,0.161754146,0.097432725,-0.225409389,0.026803434,0.653541327,0.517438054,0.700733006,0.523237884,0.535282433,0.435507894,0.891530335,20419.39224,Greece,12.76,13.77,22.49,23.1,12.19,13.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54,0.76929617,0,15.65,0.938071,0.97792596,0,25,20594.57629,9.924240328,9.932783033
GRC,Greece,Euro,2000,281180.5938,281011.9688,11.082104,4.452402592,2107.638443,2.729210854,230990,303583.4688,273550.5938,273905.7813,1532618.125,0.021415448,0.718658745,0.766202033,286495.75,245154.5,324244.7813,1950916,0.789619029,1.146852732,1.209951282,0.502280891,0.079039186,0.027443497,1.072336202,0.485575825,0.481516808,0.48089236,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.663134098,0.265030801,0.180185109,0.090443127,-0.230512843,0.031719714,0.48509711,0.468601227,0.487337559,0.437874645,0.467016429,0.402267188,0.822742343,25357.27591,Greece,12.22,13.64,9.62,9.88,14.07,15.34,9,NA,NA,NA,NA,NA,NA,2,12,9.9,-0.006282087,0,16.20,0.9632937,0.9831894,0,30,25369.21446,10.14082099,10.14129169
