countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k,rgdpo.pop,Country Name,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Total (Incomplete and Completed Tertiary),Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 20-24 with tertiary schooling. Total (Incomplete and Completed Tertiary),Barro-Lee: Percentage of population age 25+ with tertiary schooling. Completed Tertiary,Barro-Lee: Percentage of population age 25+ with tertiary schooling. Total (Incomplete and Completed Tertiary),Duration of compulsory education (years),"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)","Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)","Elderly literacy rate, population 65+ years, both sexes (%)","Human Capital Index (HCI): Expected Years of School, Total","Human Capital Index (HCI): Expected Years of School, Female","Human Capital Index (HCI): Expected Years of School, Male",Number of years of free pre-primary education guaranteed in legal frameworks,Number of years of free primary and secondary education guaranteed in legal frameworks,yrs_sch,fdi,voc,voc_pc,Years.Ratio,European.Average,gen,year_orig,rgdpo.pop.roll,log.rgdpo.pop,log.rgdpo.pop.roll
GRC,Greece,Euro,2005,338297.6875,326492.3125,11.224791,4.778794289,2136.239017,2.833537817,284930.7813,367438.5,339352.3125,320625.9688,1558741.5,0.020246474,0.751014829,0.798372269,346666.0313,298219.9375,388152.25,2211402.75,0.939828455,1.197932482,1.250341177,0.54139483,0.078819208,0.031498663,0.80412,0.749399424,0.730146229,0.772790909,Benchmark,Benchmark,Market-based,Regular,Regular,0.7496551,NA,0.700350523,0.257333249,0.188319772,0.10011448,-0.314536244,0.068418175,0.729997993,0.663657784,0.821552336,0.543140948,0.544320464,0.671555459,1.091658235,29086.7164,Greece,19.3,21.35,16.09,16.53,21.45,23.27,9,0.81355,0.93324,73.43612,NA,NA,NA,2,12,10.95,0.27775416,0,19.19,0.9891008,0.9951139,0,35,29581.37749,10.27803687,10.2949003
GRC,Greece,Euro,2010,347717.2813,324407.4375,10.887637,4.637154102,2019.570798,2.941852808,301403.4375,372788.5625,346454.2813,321649.6563,1916699.875,0.024095384,0.688454211,0.769487321,341005.4063,307320.2813,382152.4375,2461731.5,1.085909009,1.133363962,1.183995724,0.550175965,0.074828044,0.035079625,0.755044952,0.882566154,0.856780708,0.922853053,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.709372044,0.221934393,0.227682993,0.132351428,-0.34626779,0.054926906,0.874987543,0.747909069,0.906178296,0.64799583,0.596646428,0.644594908,0.897151291,29795.94539,Greece,22.5,24.75,17.35,17.82,24.85,26.84,10,NA,NA,NA,NA,NA,NA,2,12,11.36,0.17936122,0,15.59,1.0052958,1.0017622,1,40,29585.39415,10.3021276,10.29503608
GRC,Greece,Euro,2015,294728.5938,280679.0625,10.65975,4.030077934,2031.140442,3.047810316,250268,296160.6563,293156.1875,278531.2813,2418983,0.025439167,0.564017415,0.57822144,277674.5313,251189.0938,296146.6875,2365268.25,1.01456058,1.006138563,1.000308633,0.518329442,0.072258264,0.031171482,0.901658962,0.694027603,0.666259229,0.701242685,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.715020512,NA,0.679698527,0.164766669,0.218828887,0.162349343,-0.312542677,0.086899213,0.706510067,0.514829099,0.655256093,0.62559998,0.542933941,0.380088359,0.501468539,26330.73595,Greece,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2,12,11.6,0.6484647,0,16.12,1.0165074,1.0013992,1,45,31934.85218,10.1784922,10.37145324
HUN,Hungary,Forint,1970,62747.30078,61977.79297,10.366105,5.298665047,NA,2.436416149,43528.81641,59201.21875,58913.92969,57845.71094,193805.6406,NA,NA,NA,98611.1875,93328.19531,126817.6094,264960.9063,NA,NA,NA,0.653667927,0.082666725,0.033026639,60,0.098172478,0.10844475,0.110447377,Benchmark,Extrapolated,Market-based,Regular,Regular,0.484932439,NA,0.470274985,0.270934552,0.282223612,0.126013726,-0.150554627,0.001107724,0.113391653,0.136975169,0.072812453,0.206920177,0.177581504,0.087504774,NA,5978.889175,Hungary,4.02,4.89,6.06,8.5,4.8,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27,6.69651,1,32.50,0.9597157,0.9013237,1,0,5905.03563,8.695990073,8.683560763
HUN,Hungary,Forint,1975,75819.83594,78006.00781,10.52678,5.347551346,NA,2.561160326,54417.76172,76674.65625,72652.96094,73451.46875,240911.5781,0.009410477,0.448721051,0.472722828,133587.0156,118039.1328,168245.3281,396781.625,0.275332451,0.767591953,0.917300224,0.653667927,0.053282969,0.041200507,43.97138333,0.157140121,0.173730284,0.171841636,Benchmark,Extrapolated,Market-based,Regular,Regular,0.48811844,NA,0.467925072,0.303014904,0.272941798,0.174039289,-0.202408999,-0.015512093,0.179720938,0.214293003,0.118428074,0.318741232,0.307892084,0.164505944,0.736297786,7410.24395,Hungary,5.13,5.97,8.66,11.11,5.66,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,6.69651,1,32.27,0.94401765,0.9104558,1,5,7686.104519,8.910618639,8.94716937
HUN,Hungary,Forint,1980,124053.125,126325.125,10.754286,5.438164234,2130.576313,2.649122477,89156.47656,118659.8047,118389.1875,117528.4688,363585.375,0.013047538,0.566272616,0.575590134,156761.4375,136528.5469,188318.9219,547018.125,0.397632629,0.770537496,0.878315866,0.653667927,0.045055714,0.043660462,32.53228333,0.198769003,0.215248898,0.216825277,Benchmark,Extrapolated,Market-based,Regular,Regular,0.254224819,NA,0.541731238,0.251031309,0.216863468,0.158253714,-0.167047843,-0.000831899,0.199475467,0.265049696,0.197004214,0.416899055,0.396838784,0.2335428,0.630195916,11746.49112,Hungary,6.5,6.78,8.29,9.8,6.91,7,NA,0.97649,NA,97.19583,NA,NA,NA,NA,NA,9.39,6.69651,1,29.55,0.93415636,0.932804,1,10,11322.93639,9.371309847,9.334585717
HUN,Hungary,Forint,1985,124217.5078,127370.7578,10.566323,5.260838509,1923.733671,2.725262403,89465.98438,113818.25,118554.8984,119188.9766,408204.25,0.012819352,0.564330399,0.521149874,171041.6875,147227.375,188180.3281,637034.5625,0.455431134,0.860204816,0.898000062,0.653667927,0.042272508,0.042070985,50.1194,0.188194573,0.200016171,0.198952079,Benchmark,Benchmark,Market-based,Regular,Regular,0.478670812,NA,0.530621767,0.204316393,0.220001251,0.200140834,-0.163987175,0.008906948,0.189216763,0.243446633,0.185729146,0.326497734,0.360813648,0.205821335,0.371252865,12054.40699,Hungary,7.27,8.3,10.26,13.32,8.35,8.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31,6.69651,1,31.61,0.93064183,0.9449358,0,15,12469.80324,9.397185597,9.43106526
HUN,Hungary,Forint,1990,143548.4219,147425.9063,10.377137,5.126381397,1888.774352,2.803590775,106200.5391,130383.5,136405.8906,135683.5156,443217.7813,0.011058908,0.622455418,0.590785265,175553.75,148642.6094,192002.9219,721124.8125,0.50825417,0.858848333,0.891284645,0.653667927,0.056273613,0.040520053,63.20586667,0.245319605,0.272662014,0.274113655,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.533994615,0.178230673,0.248713121,0.145954385,-0.11942064,0.012527792,0.250048012,0.392737299,0.235167578,0.465236634,0.496020705,0.26419583,0.507604599,14206.79965,Hungary,7.48,8.77,3.59,5.22,9.71,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.48,6.69651,1,32.54,0.93967277,0.9564895,0,20,13604.81638,9.561475978,9.518179155
HUN,Hungary,Forint,1995,150582.0156,151671.0938,10.349302,3.951457262,1948.010977,2.881768942,118238.5547,142013.5469,142002.5469,139392.375,463510.2188,0.009437817,0.707744479,0.712309718,155752.7969,137724.7656,179884.8125,769423.5625,0.529503107,0.857249081,0.939437568,0.653667927,0.053581372,0.03850935,125.681425,0.30187735,0.327027291,0.333150983,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.54580152,0.170561686,0.30244109,0.243058547,-0.261862814,1.57E-16,0.329561204,0.452103674,0.251917571,0.537141383,0.498668015,0.335955888,0.568128884,14655.2003,Hungary,8.52,10.41,8.87,14.76,10.36,10.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,10.348048,1,39.52,0.97066915,0.97792596,0,25,14594.21236,9.592550521,9.588380316
HUN,Hungary,Forint,2000,169332.3281,169189.0938,10.220507,4.120501518,1932.402049,2.962127209,133913.4688,166878.9063,160938.9375,159433.6094,459546.375,0.007810706,0.718859494,0.723784268,179893.6719,151728.9531,214186.2656,876055.1875,0.627542377,0.892502248,1.008294344,0.608294249,0.073025703,0.039544664,282.1791667,0.266659945,0.293393344,0.29616347,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.569688499,0.206765905,0.270244002,0.408931971,-0.455630362,-1.54E-16,0.282957673,0.401990771,0.232303515,0.484209269,0.458572417,0.33063817,0.636412382,16553.88464,Hungary,9.36,10.98,2.88,5.65,11.7,12.64,13,NA,NA,NA,NA,NA,NA,3,12,11.57,5.8191557,0,5.07,0.9896907,0.9831894,1,30,16635.67732,9.714376075,9.719304904
HUN,Hungary,Forint,2005,209976.2969,213748.7969,10.085937,4.122547626,1834.053181,3.114476204,165770.875,212706.375,207908,196620.25,573763.25,0.008876265,0.766943872,0.769638002,223032.4531,190405.9219,263783.875,1026284.125,0.757855356,1.028110743,1.153778315,0.613348961,0.080462202,0.041761965,199.5825,0.524725735,0.54341799,0.574615002,Benchmark,Benchmark,Market-based,Regular,Regular,0.795169225,NA,0.59602046,0.238711432,0.247081339,0.631055772,-0.712869048,0,0.528536141,0.60943687,0.515534103,0.570399106,0.52353996,0.595978498,0.957261443,21192.75551,Hungary,12.57,15.31,14.08,27.63,13.93,15.12,13,NA,NA,NA,NA,NA,NA,3,12,11.89,24.281786,0,13.64,1,0.9951139,1,35,20438.66121,9.961414681,9.925183544
HUN,Hungary,Forint,2010,249111.5938,236413.0938,9.92737,3.920938253,1766.35687,3.274661064,186172.6563,233872.25,246870.3906,226659.2188,1004131.875,0.013560745,0.708671391,0.705175161,221760.125,181746.3281,240279.5313,1156943.375,0.872548759,0.987561345,1.015312314,0.572060347,0.078775629,0.043630775,207.9441667,0.526139379,0.534355342,0.582003772,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.535440266,0.210446298,0.285936683,0.710357487,-0.742180765,-2.21E-16,0.574038386,0.566422701,0.436444402,0.66582495,0.59598726,0.450594068,0.673968196,23814.27244,Hungary,15.38,17.18,3.97,7.79,17.65,19.43,13,NA,NA,NA,NA,NA,NA,3,12,11.98,-15.714186,0,15.23,1.0083822,1.0017622,1,40,23628.19662,10.07804036,10.07019605
HUN,Hungary,Forint,2015,279525.0938,247172.9063,9.777923,4.285135269,1745.947983,3.353065491,192135.6406,255457.2969,277528.4063,244542.4531,1231288.875,0.014811181,0.648059785,0.652721047,245726.4531,192489.7031,256505.5313,1243318.75,0.955177188,0.99385798,0.984399617,0.550867736,0.089152165,0.045349382,279.3325,0.448120624,0.450672001,0.51146251,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.759601904,NA,0.497520238,0.258939326,0.288174152,0.673032343,-0.71766609,1.16E-16,0.504856288,0.458413541,0.350168943,0.665677428,0.567599833,0.334826797,0.514288425,25278.67179,Hungary,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,3,12,11.83,-4.207288,0,12.80,1.000846,1.0013992,0,45,24190.06638,10.13771631,10.09369735
IRL,Ireland,Euro,1970,29828.33203,27086.56836,2.908421,1.087275386,2333.735141,2.399176836,26620.17969,33653.97266,30461.27148,29939.96875,68658.64844,0.003629637,0.716738164,0.803374112,45322.19141,30596.71875,50861.95703,166434.6563,0.090487562,0.49966529,0.723183215,0.555587828,0.179543123,0.038820706,0.529057955,0.142830566,0.144348294,0.146861628,Extrapolated,Extrapolated,Market-based,Regular,Regular,NA,NA,0.73088491,0.23492983,0.158233583,0.233139306,-0.373601705,0.016414119,0.140940458,0.150092304,0.151561007,0.148255005,0.140169322,0.117415838,1.429009438,9313.152518,Ireland,3.23,4.86,7.84,10.7,3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,0.7279353,0,25.94,1.0277078,0.9013237,1,0,9409.612545,9.139182929,9.149487057
IRL,Ireland,Euro,1975,36229.12109,34330.62109,3.137176,1.110232234,2237.727878,2.498138666,32450.77539,40586.47266,37257,36006.23047,92728.35156,0.004132181,0.76391232,0.869012356,57608.16016,38073.20703,61015.07813,224905.0469,0.12324997,0.547715366,0.748161018,0.555587828,0.146881402,0.039291762,0.573973881,0.251516581,0.254602432,0.263446718,Benchmark,Extrapolated,Market-based,Regular,Regular,0.697350336,NA,0.701516807,0.225952446,0.199737653,0.334502041,-0.434553713,-0.027155198,0.245252103,0.26691097,0.273518622,0.263907075,0.240859598,0.216958851,1.617039323,10943.16069,Ireland,4.42,6.6,9.16,12.5,3.98,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,1.6677899,0,3.52,1.0276816,0.9104558,1,5,11098.30411,9.300469946,9.314547593
IRL,Ireland,Euro,1980,48691.71094,47606.58594,3.384756,1.204950452,2122.100601,2.587648153,43512.10156,58340.17578,50104.41406,47779.48828,151535.6094,0.005821168,0.76640439,0.942131758,71983.00781,47951.6875,79748.86719,302138.4063,0.169037014,0.573961675,0.820095539,0.555587828,0.122889951,0.040400904,0.617912039,0.445605069,0.434110075,0.455233693,Benchmark,Extrapolated,Market-based,Regular,Regular,0.731438469,NA,0.66830945,0.310343921,0.242376342,0.403588086,-0.582568586,-0.042049251,0.456289619,0.400378704,0.416144341,0.439635247,0.400153637,0.345568269,1.547070384,14064.99787,Ireland,6.02,8.92,14.76,20.14,5.18,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,1.3171413,0,4.63,1.0197916,0.932804,1,10,13822.24426,9.551444569,9.534034477
IRL,Ireland,Euro,1985,52432.75781,49128.53906,3.510979,1.155205965,2062.194162,2.65740037,42228.28906,54420.28125,53921.51953,50434.16797,164080.625,0.005239077,0.791233063,0.825646281,81637.22656,49092.26563,80427.67188,368412.9375,0.205139294,0.612131774,0.777766407,0.555587828,0.136143774,0.038875181,1.200683373,0.409816027,0.394529551,0.421809912,Benchmark,Benchmark,Market-based,Regular,Regular,0.671392692,NA,0.630124509,0.241740689,0.20717074,0.550118446,-0.603644252,-0.025510028,0.406071633,0.341583222,0.421204776,0.37487936,0.330276132,0.295810461,1.045758367,13992.83193,Ireland,8.33,12.29,15.69,21.41,7.86,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37,0.76944005,0,6.06,1.0165209,0.9449358,1,15,14498.85697,9.546300472,9.581825096
IRL,Ireland,Euro,1990,68907.85156,66850.16406,3.510885,1.21543324,2080.244574,2.729032755,50024.52734,68119.54688,70777.92969,66490.85156,220680.1719,0.005817101,0.851618826,0.861750364,102740.9844,55550.5625,94322.29688,415465.5938,0.229933947,0.698062479,0.826517284,0.555587828,0.148420066,0.037534002,0.767668829,0.736610174,0.696761608,0.741686165,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.59389174,0.272143066,0.158460289,0.644983947,-0.644763947,-0.024715163,0.718385339,0.586598277,0.804914892,0.554943204,0.483496726,0.497352123,1.641907573,19040.82989,Ireland,10.61,15.6,21.46,29.28,9.8,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.64,1.2613387,0,6.94,1.0218424,0.9564895,1,20,18622.77463,9.854340894,9.832140553
IRL,Ireland,Euro,1995,92129.5,92206.91406,3.592186,1.323488355,1962.001296,2.791964769,59323.38672,82887.89063,93682.14063,92637.83594,327445.5625,0.007027375,0.978619576,0.86500442,128859.6328,64142.8125,107539.5313,477227.5313,0.263063461,0.802337289,0.863565385,0.555587828,0.163544342,0.036219481,0.791977636,0.811409354,0.738161862,0.746483147,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.501307547,0.254372329,0.13907209,0.787268281,-0.631401539,-0.050618712,0.779576063,0.553761959,0.926157594,0.600422919,0.552574754,0.444948435,1.457964182,25668.74713,Ireland,14.07,20.59,34.29,46.79,12.87,19.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,2.0869665,0,9.69,1.0377358,0.97792596,1,25,25613.40764,10.15302947,10.15087123
IRL,Ireland,Euro,2000,150186.8125,150364.5469,3.783103,1.688738585,1932.723788,2.856348038,92142.54688,130912.9063,151952.3594,162843.9688,383262.1563,0.006494361,1.271448731,0.983225882,201920.7031,93123.10938,165263.6719,645530.1875,0.370881557,0.935340524,0.987309456,0.482768953,0.187246278,0.037592195,1.085400833,0.667933226,0.657252967,0.613293469,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.445862442,0.238082886,0.11997088,0.938887298,-0.624802709,-0.118000798,0.645698071,0.631870151,0.750568449,0.49879536,0.497799337,0.589318335,2.137695313,39746.3529,Ireland,16.37,23.85,24.93,34.01,17.09,25.17,10,NA,NA,NA,NA,NA,NA,NA,NA,11.03,25.726027,0,15.55,1.0359778,0.9831894,1,30,39505.06228,10.59027336,10.5841841
IRL,Ireland,Euro,2005,195509.5938,231393.4531,4.141223,1.956697941,1883.193701,2.942797184,115788.6641,182182.125,202448.2813,241789.5781,525758.8125,0.00796656,1.437424779,1.004671574,261887.0156,116503.9297,219821.9063,896092.6875,0.524764776,0.939589739,1.017143488,0.484909981,0.150099069,0.040862422,0.80412,1.090887308,1.045691013,0.875547767,Benchmark,Benchmark,Market-based,Regular,Regular,0.785531408,NA,0.373450249,0.274591923,0.105431706,0.842649043,-0.508619905,-0.087502979,1.023108006,0.966869652,1.330968976,0.539893866,0.571509302,1.108634114,2.662356377,55875.63217,Ireland,20.47,29.75,26.25,35.81,21.68,31.77,10,NA,NA,NA,NA,NA,NA,NA,NA,11.8,22.18327,0,15.91,1.0406574,0.9951139,1,35,54774.70011,10.93088365,10.91098369
IRL,Ireland,Euro,2010,216919.9531,241319.5156,4.554321,1.883175969,1720.973817,3.031862736,128959.9141,183901.8594,220664.5938,243393.8594,1015873.688,0.014099882,1.112099171,0.810338914,267345.9688,125206.1797,206949.9063,1125464.5,0.669095397,0.896165371,0.894677937,0.490423232,0.139582872,0.043957625,0.755044952,1.138112187,1.00637424,0.912394285,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.399653047,0.225732639,0.130187407,0.745571196,-0.409041733,-0.092102565,1.079770207,0.697158515,1.317212105,0.650254369,0.608182609,0.597146273,1.299354196,52986.93605,Ireland,26.8,40.09,25.7,35.07,30.27,44.25,10,NA,NA,NA,NA,NA,NA,NA,NA,12.45,17.010431,0,18.72,1.032653,1.0017622,1,40,54049.74719,10.87780067,10.89766015
IRL,Ireland,Euro,2015,351605.625,353539,4.652425,1.988947511,1770.584308,3.11628747,129034.8281,251132.8125,353144.0313,356098.9688,1263069.875,0.017886447,1.132341027,0.769942999,370715.5313,128886.4297,261973.3594,1284663.625,0.800315619,1.069888115,0.975083232,0.328793377,0.247430176,0.051947631,0.901658962,1.025237679,0.825504184,0.818654001,ICP PPP timeseries: benchmark or interpolated,Benchmark,Market-based,Regular,Regular,0.675222842,NA,0.265586048,0.342876554,0.096770614,0.540451169,-0.373547703,0.127863318,1.013467669,0.614423037,1.057540178,0.648107708,0.584839046,0.512732208,1.483397007,75990.26314,Ireland,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,13.57,81.24757,0,4.91,1.0306886,1.0013992,1,45,57827.46052,11.23836049,10.96521904
ITA,Italy,Euro,1970,735681.625,697684.375,53.518969,19.94159889,2034.742333,2.064095736,512778.6563,740917.5625,740623.5,723978.5625,2829848,0.111242078,0.904603124,0.923154175,1091991.5,790882.5625,1139387.75,4459542.5,0.219115108,1.125731826,1.190723658,0.594379663,0.148708418,0.029214861,0.322785562,0.163724452,0.153114766,0.156635016,Benchmark,Extrapolated,Market-based,Regular,Regular,0.699893559,NA,0.568059206,0.315118343,0.140219584,0.11691279,-0.155163169,0.014853262,0.162682578,0.129267797,0.16794531,0.15606609,0.132988125,0.087107137,1.097533584,13036.20731,Italy,1.25,2.16,0.3,0.8,1.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87,0.5504284,1,31.33,0.8814103,0.9013237,0,0,12535.70033,9.475485943,9.436335879
ITA,Italy,Euro,1975,876477.125,863432.625,55.265284,20.44830132,1901.552579,2.174785137,669795.0625,895610.1875,893901.6875,888659.625,3523225.75,0.116139702,1.017878413,1.035281062,1275724.625,935513.125,1277914.125,6190010.5,0.314942539,1.128697038,1.146161675,0.594379663,0.100949839,0.030890606,0.337168456,0.259791702,0.254745185,0.256247878,Benchmark,Extrapolated,Market-based,Regular,Regular,0.810042459,NA,0.602121294,0.254107565,0.151592538,0.14814575,-0.167681277,0.011714142,0.257252872,0.239776671,0.269875795,0.264525473,0.254529417,0.1862102,1.260602832,15623.41786,Italy,1.86,3.2,2.71,7.16,1.99,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,0.28305987,1,31.00,0.8874269,0.9104558,0,5,16300.87574,9.656526213,9.698974112
ITA,Italy,Euro,1980,1234958.125,1236363.75,56.349349,21.40202332,1849.261058,2.291410685,952904.1875,1296357.375,1259349.875,1255948.5,4653230,0.130222544,1.206324458,1.253557324,1585853.625,1154785.125,1608345.375,7753626.5,0.407944173,1.211854577,1.245920897,0.594379663,0.09247566,0.031900801,0.44231822,0.381482154,0.378955156,0.379981428,Benchmark,Extrapolated,Market-based,Regular,Regular,0.688480813,NA,0.610880077,0.273461193,0.147832677,0.143653572,-0.19214651,0.016319001,0.370857656,0.37194401,0.425385237,0.430474579,0.412218392,0.316672653,1.384924769,21941.04762,Italy,1.92,3.32,0.23,0.6,2.68,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09,0.121141545,1,33.93,0.90725803,0.932804,0,10,20824.75884,9.996114482,9.943897887
ITA,Italy,Euro,1985,1223674.625,1210967.25,56.936774,21.81783676,1850.526219,2.419071913,942698.1875,1255032.5,1247466.25,1239349.125,4754176,0.123031221,1.054934502,1.033094764,1723965,1270088.25,1717917.25,9142446,0.491071224,1.168970108,1.180866838,0.576628387,0.091269508,0.032439861,0.986143031,0.371446848,0.362492979,0.364867121,Benchmark,Benchmark,Market-based,Regular,Regular,0.84179898,NA,0.597920239,0.252014756,0.162719503,0.167378426,-0.200515538,0.020482589,0.360963672,0.335468113,0.409967691,0.380623162,0.366029143,0.311104804,0.901764989,21268.63124,Italy,2.59,4.54,2.58,6.86,3.13,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,0.23590799,1,36.39,0.9231738,0.9449358,0,15,21948.85828,9.964988554,9.996470403
ITA,Italy,Euro,1990,1560881.5,1541241.875,57.048236,22.80319786,1856.401359,2.553845406,1150583,1581998.625,1582944.5,1560592.5,6538838,0.15492861,1.011338711,1.012603998,2011688.625,1499311.875,2062199.625,10703023,0.592333853,1.186974525,1.233488441,0.570022643,0.100849397,0.034247164,0.618767872,0.793070376,0.743185699,0.753830135,Interpolated,Benchmark,Market-based,Regular,Regular,NA,NA,0.595730066,0.276443511,0.141543105,0.190325588,-0.214417771,0.0103755,0.732297301,0.610143363,1.048853636,0.567482352,0.538095951,0.551087797,1.422866821,27016.46857,Italy,3.53,6.07,4.62,12.25,3.89,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,0.54526263,1,40.57,0.9484778,0.9564895,0,20,26788.27343,10.20420191,10.19571951
ITA,Italy,Euro,1995,1765118.5,1748618.125,57.174408,22.02845383,1856.212894,2.66155529,1199515.25,1703588,1768315.875,1757125.625,8978528,0.185609147,0.93340838,0.893996119,2142860,1534008.5,2100901.25,12025039,0.672925174,1.191233993,1.18394804,0.525409102,0.110631339,0.034766562,0.841273768,0.747187316,0.66430366,0.668534279,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.564945638,0.28687349,0.117711999,0.219532117,-0.200129077,0.011065779,0.696554899,0.467069805,0.990191877,0.596248031,0.568744242,0.414864331,1.00136435,30583.93058,Italy,4.5,7.65,4.56,12.11,5.05,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,0.41236395,1,43.13,0.9652174,0.97792596,0,25,30366.6477,10.32823001,10.32110017
ITA,Italy,Euro,2000,2081385.625,2046561.75,56.692178,22.91796875,1850.197971,2.771633625,1526013,2049095.625,2066659.5,2079217.5,8578751,0.143707305,0.988170922,0.936780572,2372886.25,1723485.125,2384291.75,13428193,0.773009002,1.185744524,1.207806587,0.502190828,0.117223889,0.036390532,1.085400833,0.586792409,0.553467512,0.550124764,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.603427708,0.251576692,0.130508542,0.235991478,-0.228254557,0.006750141,0.552009761,0.4562473,0.747615695,0.48911956,0.501484573,0.42118445,1.064885139,36099.54357,Italy,4.99,8.3,0.72,1.9,6.13,9.4,8,NA,NA,NA,NA,NA,NA,0,8,9.73,1.1487963,0,14.44,0.9826707,0.9831894,0,30,35381.63573,10.4940355,10.4739482
ITA,Italy,Euro,2005,2107878.75,2123677.25,58.281212,24.63233566,1811.101718,2.881965876,1579865.5,2148166.75,2146045.75,2150774.5,8948838,0.132247537,0.923367143,0.855496883,2483416.5,1810473.625,2520047.75,15079204,0.882799268,1.110403657,1.142256975,0.5071522,0.104639985,0.037755277,0.80412,0.927988768,0.86553514,0.863632083,Benchmark,Benchmark,Market-based,Regular,Regular,0.856861335,NA,0.597574472,0.264230967,0.136982113,0.304927766,-0.309187323,0.005472044,0.857237399,0.691915512,1.236636519,0.568744183,0.57895416,0.710494995,1.346434832,36438.45379,Italy,5.6,9.14,1.81,4.76,6.63,10.06,12,NA,NA,NA,NA,NA,NA,0,8,10.2,1.9783518,1,37.04,0.9873294,0.9951139,0,35,36758.64309,10.50337992,10.51212866
ITA,Italy,Euro,2010,2336120.25,2293011,59.325229,24.79245377,1776.773246,2.996690273,1815168.25,2396875.25,2353151.75,2297156.75,12506324,0.167596638,0.847650766,0.852940261,2447851.25,1831693.875,2506704.75,16418089,0.964852631,1.034475565,1.073895812,0.524743259,0.082516365,0.037834711,0.755044952,0.955555081,0.906876445,0.928982258,Benchmark,Benchmark,Market-based,Regular,Regular,NA,NA,0.619359314,0.253229141,0.170821145,0.28828606,-0.331858724,0.000163108,0.91082406,0.754978836,1.117739797,0.674983621,0.638829708,0.674481392,0.979720712,38651.53222,Italy,6.84,11.06,2.28,5.94,8.04,12.13,12,NA,NA,NA,NA,NA,NA,0,8,10.71,0.46488935,1,36.94,1.0074977,1.0017622,1,40,38984.44246,10.5623417,10.57091793
